;Scopy version,f4beeb1
;Exported on,Friday October 11/10/2024
;Device,M2K
;Nr of samples,4096
;Sample rate,0
;Tool,Spectrum Analyzer
;Additional Information,Exponential RMS,Blackman-Harris,500,Exponential RMS,Blackman-Harris,500,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz)
0,1,0.00814232,0.0224627
1,24.4141,0.00814232,0.0224627
2,48.8281,0.00235694,0.00650192
3,73.2422,0.000200872,0.000545721
4,97.6563,4.82897e-05,8.7245e-05
5,122.07,4.58646e-05,8.66681e-05
6,146.484,4.51995e-05,8.69252e-05
7,170.898,4.52237e-05,8.59824e-05
8,195.313,4.4974e-05,8.65208e-05
9,219.727,4.47145e-05,8.84048e-05
10,244.141,4.50077e-05,8.80111e-05
11,268.555,4.53897e-05,8.73354e-05
12,292.969,4.55623e-05,8.75046e-05
13,317.383,4.47227e-05,8.75691e-05
14,341.797,4.42656e-05,8.76213e-05
15,366.211,4.50362e-05,8.80908e-05
16,390.625,4.4993e-05,8.78291e-05
17,415.039,4.35796e-05,8.70303e-05
18,439.453,4.33386e-05,8.57908e-05
19,463.867,4.39314e-05,8.49379e-05
20,488.281,4.42362e-05,8.60246e-05
21,512.695,4.3746e-05,8.78161e-05
22,537.109,4.34836e-05,8.85307e-05
23,561.523,4.42536e-05,8.8615e-05
24,585.938,4.48806e-05,8.84857e-05
25,610.352,4.47464e-05,8.81068e-05
26,634.766,4.5233e-05,8.67698e-05
27,659.18,4.48885e-05,8.52357e-05
28,683.594,4.37036e-05,8.51893e-05
29,708.008,4.34734e-05,8.67744e-05
30,732.422,4.46212e-05,8.67241e-05
31,756.836,4.56488e-05,8.59528e-05
32,781.25,4.5187e-05,8.67012e-05
33,805.664,4.50113e-05,8.8413e-05
34,830.078,4.55701e-05,8.80805e-05
35,854.492,4.62296e-05,8.64727e-05
36,878.906,4.62573e-05,8.51902e-05
37,903.32,4.65081e-05,8.50637e-05
38,927.734,4.63533e-05,8.44213e-05
39,952.148,4.45348e-05,8.57912e-05
40,976.563,4.4433e-05,8.89875e-05
41,1000.98,4.56585e-05,8.87599e-05
42,1025.39,4.58404e-05,8.68522e-05
43,1049.8,4.48023e-05,8.81832e-05
44,1074.22,4.47224e-05,8.85257e-05
45,1098.63,4.53025e-05,8.70804e-05
46,1123.05,4.53058e-05,8.59289e-05
47,1147.46,4.49881e-05,8.50094e-05
48,1171.88,4.47796e-05,8.49173e-05
49,1196.29,4.4766e-05,8.65469e-05
50,1220.7,4.41389e-05,8.74414e-05
51,1245.12,4.33334e-05,8.82553e-05
52,1269.53,4.37138e-05,8.89877e-05
53,1293.95,4.40434e-05,8.74257e-05
54,1318.36,4.42478e-05,8.58801e-05
55,1342.77,4.40901e-05,8.69581e-05
56,1367.19,4.4115e-05,8.79735e-05
57,1391.6,4.45596e-05,8.81131e-05
58,1416.02,4.36922e-05,8.86035e-05
59,1440.43,4.28369e-05,8.7614e-05
60,1464.84,4.2928e-05,8.6202e-05
61,1489.26,4.25547e-05,8.63367e-05
62,1513.67,4.18075e-05,8.69294e-05
63,1538.09,4.28976e-05,8.77802e-05
64,1562.5,4.36841e-05,8.70505e-05
65,1586.91,4.24983e-05,8.69293e-05
66,1611.33,4.25927e-05,8.58821e-05
67,1635.74,4.27371e-05,8.46528e-05
68,1660.16,4.33518e-05,8.49104e-05
69,1684.57,4.3785e-05,8.5471e-05
70,1708.98,4.34844e-05,8.54006e-05
71,1733.4,4.36978e-05,8.45362e-05
72,1757.81,4.37877e-05,8.40024e-05
73,1782.23,4.35305e-05,8.67968e-05
74,1806.64,4.35298e-05,8.74555e-05
75,1831.05,4.32078e-05,8.62358e-05
76,1855.47,4.29625e-05,8.7155e-05
77,1879.88,4.30051e-05,8.70778e-05
78,1904.3,4.33249e-05,8.5663e-05
79,1928.71,4.37681e-05,8.36543e-05
80,1953.13,4.40099e-05,8.33175e-05
81,1977.54,4.35264e-05,8.42774e-05
82,2001.95,4.25196e-05,8.64108e-05
83,2026.37,4.22261e-05,8.7565e-05
84,2050.78,4.2404e-05,8.68393e-05
85,2075.2,4.31098e-05,8.57677e-05
86,2099.61,4.29391e-05,8.5502e-05
87,2124.02,4.26711e-05,8.63756e-05
88,2148.44,4.28546e-05,8.80169e-05
89,2172.85,4.27419e-05,8.77007e-05
90,2197.27,4.27592e-05,8.72363e-05
91,2221.68,4.25638e-05,8.6856e-05
92,2246.09,4.22e-05,8.68052e-05
93,2270.51,4.12636e-05,8.75807e-05
94,2294.92,4.11928e-05,8.74139e-05
95,2319.34,4.18898e-05,8.66584e-05
96,2343.75,4.2821e-05,8.63305e-05
97,2368.16,4.37678e-05,8.57095e-05
98,2392.58,4.36433e-05,8.55203e-05
99,2416.99,4.26425e-05,8.66819e-05
100,2441.41,4.22809e-05,8.76291e-05
101,2465.82,4.236e-05,8.716e-05
102,2490.23,4.23872e-05,8.70033e-05
103,2514.65,4.32428e-05,8.47285e-05
104,2539.06,4.4149e-05,8.27054e-05
105,2563.48,4.39616e-05,8.47002e-05
106,2587.89,4.33265e-05,8.64505e-05
107,2612.3,4.32919e-05,8.78907e-05
108,2636.72,4.32751e-05,8.67762e-05
109,2661.13,4.30123e-05,8.58025e-05
110,2685.55,4.23192e-05,8.63205e-05
111,2709.96,4.27804e-05,8.69304e-05
112,2734.38,4.4004e-05,8.73831e-05
113,2758.79,4.36635e-05,8.73802e-05
114,2783.2,4.29349e-05,8.77264e-05
115,2807.62,4.37288e-05,8.6906e-05
116,2832.03,4.50276e-05,8.60095e-05
117,2856.45,4.44712e-05,8.66974e-05
118,2880.86,4.2625e-05,8.69247e-05
119,2905.27,4.15414e-05,8.68131e-05
120,2929.69,4.20998e-05,8.71388e-05
121,2954.1,4.26514e-05,8.67538e-05
122,2978.52,4.22306e-05,8.61975e-05
123,3002.93,4.21869e-05,8.67452e-05
124,3027.34,4.25422e-05,8.55487e-05
125,3051.76,4.25402e-05,8.4368e-05
126,3076.17,4.22662e-05,8.48184e-05
127,3100.59,4.19048e-05,8.5105e-05
128,3125,4.12095e-05,8.60657e-05
129,3149.41,4.16403e-05,8.6834e-05
130,3173.83,4.26927e-05,8.74736e-05
131,3198.24,4.31336e-05,8.67685e-05
132,3222.66,4.316e-05,8.66184e-05
133,3247.07,4.34046e-05,8.59328e-05
134,3271.48,4.35063e-05,8.45249e-05
135,3295.9,4.26696e-05,8.41964e-05
136,3320.31,4.19953e-05,8.57188e-05
137,3344.73,4.20055e-05,8.59541e-05
138,3369.14,4.14728e-05,8.5053e-05
139,3393.55,4.08983e-05,8.27772e-05
140,3417.97,4.17283e-05,8.24236e-05
141,3442.38,4.35709e-05,8.48145e-05
142,3466.8,4.37625e-05,8.63195e-05
143,3491.21,4.29961e-05,8.61284e-05
144,3515.63,4.30471e-05,8.67429e-05
145,3540.04,4.30479e-05,8.57752e-05
146,3564.45,4.29338e-05,8.38484e-05
147,3588.87,4.26845e-05,8.32319e-05
148,3613.28,4.22932e-05,8.53038e-05
149,3637.7,4.21727e-05,8.78268e-05
150,3662.11,4.29267e-05,8.89777e-05
151,3686.52,4.30708e-05,8.93328e-05
152,3710.94,4.34606e-05,8.78253e-05
153,3735.35,4.27108e-05,8.74036e-05
154,3759.77,4.18635e-05,8.64931e-05
155,3784.18,4.21485e-05,8.60285e-05
156,3808.59,4.28033e-05,8.71845e-05
157,3833.01,4.30831e-05,8.76797e-05
158,3857.42,4.27139e-05,8.67965e-05
159,3881.84,4.30002e-05,8.44046e-05
160,3906.25,4.32504e-05,8.33206e-05
161,3930.66,4.33719e-05,8.57395e-05
162,3955.08,4.28627e-05,8.61736e-05
163,3979.49,4.29555e-05,8.55469e-05
164,4003.91,4.35976e-05,8.55529e-05
165,4028.32,4.38309e-05,8.59219e-05
166,4052.73,4.34273e-05,8.57163e-05
167,4077.15,4.28216e-05,8.47291e-05
168,4101.56,4.26407e-05,8.54541e-05
169,4125.98,4.21955e-05,8.71801e-05
170,4150.39,4.14702e-05,8.63728e-05
171,4174.8,4.15811e-05,8.60161e-05
172,4199.22,4.15648e-05,8.67116e-05
173,4223.63,4.218e-05,8.74917e-05
174,4248.05,4.31644e-05,8.82136e-05
175,4272.46,4.33403e-05,8.56182e-05
176,4296.88,4.32663e-05,8.51874e-05
177,4321.29,4.27901e-05,8.74982e-05
178,4345.7,4.28331e-05,8.72126e-05
179,4370.12,4.3505e-05,8.52113e-05
180,4394.53,4.47159e-05,8.39427e-05
181,4418.95,4.48485e-05,8.41961e-05
182,4443.36,4.33537e-05,8.44199e-05
183,4467.77,4.16518e-05,8.60034e-05
184,4492.19,4.11678e-05,8.65337e-05
185,4516.6,4.16882e-05,8.53364e-05
186,4541.02,4.26269e-05,8.47688e-05
187,4565.43,4.32639e-05,8.48674e-05
188,4589.84,4.31399e-05,8.41692e-05
189,4614.26,4.29136e-05,8.41287e-05
190,4638.67,4.28656e-05,8.53958e-05
191,4663.09,4.3112e-05,8.5529e-05
192,4687.5,4.28654e-05,8.57784e-05
193,4711.91,4.25046e-05,8.64973e-05
194,4736.33,4.27392e-05,8.78144e-05
195,4760.74,4.27357e-05,8.73291e-05
196,4785.16,4.16796e-05,8.58136e-05
197,4809.57,4.18503e-05,8.59226e-05
198,4833.98,4.26155e-05,8.79351e-05
199,4858.4,4.29063e-05,8.84324e-05
200,4882.81,4.26595e-05,8.59738e-05
201,4907.23,4.20134e-05,8.58339e-05
202,4931.64,4.21468e-05,8.77242e-05
203,4956.05,4.23593e-05,8.6782e-05
204,4980.47,4.24394e-05,8.61255e-05
205,5004.88,4.2054e-05,8.63041e-05
206,5029.3,4.17771e-05,8.52064e-05
207,5053.71,4.20342e-05,8.44722e-05
208,5078.13,4.2376e-05,8.55995e-05
209,5102.54,4.21515e-05,8.68764e-05
210,5126.95,4.25189e-05,8.68783e-05
211,5151.37,4.26102e-05,8.54769e-05
212,5175.78,4.1891e-05,8.5294e-05
213,5200.2,4.194e-05,8.53574e-05
214,5224.61,4.22099e-05,8.55333e-05
215,5249.02,4.30825e-05,8.54463e-05
216,5273.44,4.33565e-05,8.53563e-05
217,5297.85,4.25229e-05,8.58339e-05
218,5322.27,4.17467e-05,8.75266e-05
219,5346.68,4.18198e-05,8.71418e-05
220,5371.09,4.21937e-05,8.53293e-05
221,5395.51,4.22198e-05,8.59506e-05
222,5419.92,4.21429e-05,8.71761e-05
223,5444.34,4.25075e-05,8.82315e-05
224,5468.75,4.22929e-05,8.74855e-05
225,5493.16,4.18531e-05,8.55521e-05
226,5517.58,4.22779e-05,8.48391e-05
227,5541.99,4.30887e-05,8.50076e-05
228,5566.41,4.3006e-05,8.49702e-05
229,5590.82,4.21138e-05,8.66104e-05
230,5615.23,4.17395e-05,8.77633e-05
231,5639.65,4.1212e-05,8.81164e-05
232,5664.06,4.13703e-05,8.76926e-05
233,5688.48,4.23454e-05,8.62977e-05
234,5712.89,4.28742e-05,8.56053e-05
235,5737.3,4.28373e-05,8.67565e-05
236,5761.72,4.33667e-05,8.68488e-05
237,5786.13,4.31452e-05,8.50088e-05
238,5810.55,4.29591e-05,8.42853e-05
239,5834.96,4.27089e-05,8.49531e-05
240,5859.38,4.24956e-05,8.64564e-05
241,5883.79,4.3005e-05,8.81418e-05
242,5908.2,4.33756e-05,8.86412e-05
243,5932.62,4.34936e-05,8.72043e-05
244,5957.03,4.23934e-05,8.52889e-05
245,5981.45,4.13603e-05,8.42017e-05
246,6005.86,4.19871e-05,8.3659e-05
247,6030.27,4.23558e-05,8.22347e-05
248,6054.69,4.20086e-05,8.40856e-05
249,6079.1,4.16633e-05,8.55577e-05
250,6103.52,4.19624e-05,8.46168e-05
251,6127.93,4.1765e-05,8.52786e-05
252,6152.34,4.21372e-05,8.72886e-05
253,6176.76,4.21027e-05,8.67766e-05
254,6201.17,4.21595e-05,8.63961e-05
255,6225.59,4.30171e-05,8.71385e-05
256,6250,4.35365e-05,8.7791e-05
257,6274.41,4.39616e-05,8.7882e-05
258,6298.83,4.4397e-05,8.69402e-05
259,6323.24,4.35467e-05,8.62693e-05
260,6347.66,4.29808e-05,8.62863e-05
261,6372.07,4.32098e-05,8.60201e-05
262,6396.48,4.30784e-05,8.67508e-05
263,6420.9,4.2367e-05,8.78781e-05
264,6445.31,4.2916e-05,8.80907e-05
265,6469.73,4.31798e-05,8.8068e-05
266,6494.14,4.24313e-05,8.70768e-05
267,6518.55,4.24005e-05,8.65073e-05
268,6542.97,4.31306e-05,8.66957e-05
269,6567.38,4.28953e-05,8.59521e-05
270,6591.8,4.21039e-05,8.56455e-05
271,6616.21,4.24404e-05,8.4842e-05
272,6640.63,4.30422e-05,8.54746e-05
273,6665.04,4.27445e-05,8.70872e-05
274,6689.45,4.31373e-05,8.76562e-05
275,6713.87,4.37175e-05,8.62912e-05
276,6738.28,4.28576e-05,8.50799e-05
277,6762.7,4.18141e-05,8.41966e-05
278,6787.11,4.21668e-05,8.40496e-05
279,6811.52,4.32026e-05,8.36442e-05
280,6835.94,4.2754e-05,8.4654e-05
281,6860.35,4.2038e-05,8.61854e-05
282,6884.77,4.21461e-05,8.69504e-05
283,6909.18,4.20755e-05,8.76801e-05
284,6933.59,4.28018e-05,8.63728e-05
285,6958.01,4.40328e-05,8.52167e-05
286,6982.42,4.36116e-05,8.66219e-05
287,7006.84,4.23878e-05,8.80885e-05
288,7031.25,4.26011e-05,8.59843e-05
289,7055.66,4.22605e-05,8.59204e-05
290,7080.08,4.22406e-05,8.63758e-05
291,7104.49,4.2801e-05,8.69579e-05
292,7128.91,4.3129e-05,8.67216e-05
293,7153.32,4.28374e-05,8.44966e-05
294,7177.73,4.22447e-05,8.56613e-05
295,7202.15,4.24031e-05,8.80282e-05
296,7226.56,4.21811e-05,8.75302e-05
297,7250.98,4.18422e-05,8.62538e-05
298,7275.39,4.18275e-05,8.5198e-05
299,7299.8,4.18559e-05,8.6136e-05
300,7324.22,4.28287e-05,8.62551e-05
301,7348.63,4.32873e-05,8.61392e-05
302,7373.05,4.32955e-05,8.71623e-05
303,7397.46,4.32293e-05,8.79134e-05
304,7421.88,4.26366e-05,8.73038e-05
305,7446.29,4.2345e-05,8.52468e-05
306,7470.7,4.21975e-05,8.38835e-05
307,7495.12,4.28149e-05,8.5523e-05
308,7519.53,4.31186e-05,8.73058e-05
309,7543.95,4.28345e-05,8.62994e-05
310,7568.36,4.28806e-05,8.50881e-05
311,7592.77,4.32092e-05,8.53069e-05
312,7617.19,4.28893e-05,8.5678e-05
313,7641.6,4.21336e-05,8.61584e-05
314,7666.02,4.29977e-05,8.76205e-05
315,7690.43,4.35987e-05,8.7326e-05
316,7714.84,4.2912e-05,8.73997e-05
317,7739.26,4.35574e-05,8.78596e-05
318,7763.67,4.45135e-05,8.78292e-05
319,7788.09,4.3928e-05,8.79191e-05
320,7812.5,4.33378e-05,8.61416e-05
321,7836.91,4.25829e-05,8.52602e-05
322,7861.33,4.17612e-05,8.63013e-05
323,7885.74,4.23782e-05,8.66349e-05
324,7910.16,4.32126e-05,8.67234e-05
325,7934.57,4.3218e-05,8.68137e-05
326,7958.98,4.28729e-05,8.76239e-05
327,7983.4,4.33113e-05,8.62198e-05
328,8007.81,4.35908e-05,8.41236e-05
329,8032.23,4.30381e-05,8.53289e-05
330,8056.64,4.18127e-05,8.62916e-05
331,8081.05,4.19319e-05,8.83478e-05
332,8105.47,4.29468e-05,8.81191e-05
333,8129.88,4.27754e-05,8.59233e-05
334,8154.3,4.25709e-05,8.5576e-05
335,8178.71,4.30624e-05,8.7086e-05
336,8203.13,4.33071e-05,8.79334e-05
337,8227.54,4.28729e-05,8.74714e-05
338,8251.95,4.27402e-05,8.73588e-05
339,8276.37,4.39041e-05,8.68313e-05
340,8300.78,4.44154e-05,8.71212e-05
341,8325.2,4.44854e-05,8.75633e-05
342,8349.61,4.45172e-05,8.73405e-05
343,8374.02,4.42636e-05,8.64076e-05
344,8398.44,4.39651e-05,8.53398e-05
345,8422.85,4.34711e-05,8.49054e-05
346,8447.27,4.31688e-05,8.52675e-05
347,8471.68,4.29539e-05,8.69892e-05
348,8496.09,4.30878e-05,8.81956e-05
349,8520.51,4.29742e-05,8.79032e-05
350,8544.92,4.38319e-05,8.82655e-05
351,8569.34,4.48086e-05,8.69338e-05
352,8593.75,4.4259e-05,8.5374e-05
353,8618.16,4.41982e-05,8.69818e-05
354,8642.58,4.41442e-05,8.78881e-05
355,8666.99,4.41164e-05,8.71987e-05
356,8691.41,4.36439e-05,8.65586e-05
357,8715.82,4.28015e-05,8.739e-05
358,8740.23,4.32869e-05,8.74937e-05
359,8764.65,4.34915e-05,8.73421e-05
360,8789.06,4.3232e-05,8.75754e-05
