;Scopy version,f4beeb1
;Exported on,Friday October 11/10/2024
;Device,M2K
;Nr of samples,4096
;Sample rate,0
;Tool,Spectrum Analyzer
;Additional Information,Exponential RMS,Blackman-Harris,500,Exponential RMS,Blackman-Harris,500,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz)
0,1,0.00745378,0.00501684
1,24.4141,0.00745378,0.00501684
2,48.8281,0.00215976,0.00145396
3,73.2422,0.000188222,0.00013409
4,97.6563,4.83174e-05,5.72631e-05
5,122.07,4.71721e-05,5.72232e-05
6,146.484,4.67147e-05,5.65441e-05
7,170.898,4.52866e-05,5.56032e-05
8,195.313,4.62264e-05,5.41302e-05
9,219.727,4.63562e-05,5.36897e-05
10,244.141,4.51942e-05,5.40136e-05
11,268.555,4.54786e-05,5.53987e-05
12,292.969,4.56534e-05,5.60947e-05
13,317.383,4.5077e-05,5.49848e-05
14,341.797,4.47198e-05,5.4229e-05
15,366.211,4.47171e-05,5.46857e-05
16,390.625,4.47073e-05,5.42861e-05
17,415.039,4.52148e-05,5.37601e-05
18,439.453,4.52196e-05,5.37187e-05
19,463.867,4.42034e-05,5.42778e-05
20,488.281,4.43129e-05,5.48007e-05
21,512.695,4.46052e-05,5.48186e-05
22,537.109,4.37257e-05,5.49668e-05
23,561.523,4.40051e-05,5.50611e-05
24,585.938,4.52819e-05,5.39852e-05
25,610.352,4.59995e-05,5.31605e-05
26,634.766,4.55132e-05,5.38739e-05
27,659.18,4.40588e-05,5.44316e-05
28,683.594,4.34885e-05,5.51105e-05
29,708.008,4.46391e-05,5.48382e-05
30,732.422,4.57206e-05,5.39947e-05
31,756.836,4.60132e-05,5.3268e-05
32,781.25,4.54796e-05,5.41498e-05
33,805.664,4.59526e-05,5.48205e-05
34,830.078,4.70084e-05,5.45621e-05
35,854.492,4.71774e-05,5.57408e-05
36,878.906,4.62899e-05,5.63384e-05
37,903.32,4.48274e-05,5.59673e-05
38,927.734,4.47225e-05,5.64429e-05
39,952.148,4.66249e-05,5.66456e-05
40,976.563,4.76317e-05,5.58179e-05
41,1000.98,4.71191e-05,5.63644e-05
42,1025.39,4.64926e-05,5.64863e-05
43,1049.8,4.61065e-05,5.53887e-05
44,1074.22,4.50402e-05,5.44559e-05
45,1098.63,4.57047e-05,5.47888e-05
46,1123.05,4.6301e-05,5.60544e-05
47,1147.46,4.56717e-05,5.58939e-05
48,1171.88,4.48563e-05,5.49467e-05
49,1196.29,4.46223e-05,5.44206e-05
50,1220.7,4.42021e-05,5.47499e-05
51,1245.12,4.41787e-05,5.51795e-05
52,1269.53,4.47597e-05,5.47869e-05
53,1293.95,4.35652e-05,5.4314e-05
54,1318.36,4.31154e-05,5.44248e-05
55,1342.77,4.4292e-05,5.40182e-05
56,1367.19,4.46367e-05,5.40056e-05
57,1391.6,4.36016e-05,5.43016e-05
58,1416.02,4.25688e-05,5.32239e-05
59,1440.43,4.33403e-05,5.29669e-05
60,1464.84,4.40227e-05,5.38635e-05
61,1489.26,4.32808e-05,5.30338e-05
62,1513.67,4.32048e-05,5.2108e-05
63,1538.09,4.36093e-05,5.19578e-05
64,1562.5,4.30117e-05,5.19138e-05
65,1586.91,4.27873e-05,5.27703e-05
66,1611.33,4.28294e-05,5.3916e-05
67,1635.74,4.29084e-05,5.34384e-05
68,1660.16,4.39678e-05,5.30947e-05
69,1684.57,4.43504e-05,5.29452e-05
70,1708.98,4.39133e-05,5.27089e-05
71,1733.4,4.35873e-05,5.35013e-05
72,1757.81,4.31471e-05,5.2689e-05
73,1782.23,4.22173e-05,5.24466e-05
74,1806.64,4.3296e-05,5.21787e-05
75,1831.05,4.44021e-05,5.19964e-05
76,1855.47,4.34672e-05,5.1952e-05
77,1879.88,4.28352e-05,5.23074e-05
78,1904.3,4.36696e-05,5.34955e-05
79,1928.71,4.34e-05,5.39281e-05
80,1953.13,4.20659e-05,5.308e-05
81,1977.54,4.15496e-05,5.27781e-05
82,2001.95,4.15384e-05,5.32909e-05
83,2026.37,4.18279e-05,5.25455e-05
84,2050.78,4.2626e-05,5.20928e-05
85,2075.2,4.30817e-05,5.28938e-05
86,2099.61,4.30787e-05,5.34203e-05
87,2124.02,4.33958e-05,5.19688e-05
88,2148.44,4.35114e-05,5.05235e-05
89,2172.85,4.37374e-05,5.15272e-05
90,2197.27,4.38811e-05,5.24495e-05
91,2221.68,4.33038e-05,5.18059e-05
92,2246.09,4.2517e-05,5.08747e-05
93,2270.51,4.28739e-05,5.19234e-05
94,2294.92,4.34192e-05,5.2992e-05
95,2319.34,4.34375e-05,5.40776e-05
96,2343.75,4.4105e-05,5.38549e-05
97,2368.16,4.43386e-05,5.30255e-05
98,2392.58,4.40931e-05,5.33466e-05
99,2416.99,4.33974e-05,5.30111e-05
100,2441.41,4.31124e-05,5.22917e-05
101,2465.82,4.34788e-05,5.12868e-05
102,2490.23,4.31081e-05,5.09871e-05
103,2514.65,4.29698e-05,5.21357e-05
104,2539.06,4.37672e-05,5.32017e-05
105,2563.48,4.37791e-05,5.29427e-05
106,2587.89,4.30433e-05,5.31612e-05
107,2612.3,4.34254e-05,5.3131e-05
108,2636.72,4.42961e-05,5.25697e-05
109,2661.13,4.45029e-05,5.11499e-05
110,2685.55,4.39054e-05,5.00197e-05
111,2709.96,4.34336e-05,5.12366e-05
112,2734.38,4.33358e-05,5.36756e-05
113,2758.79,4.31513e-05,5.39339e-05
114,2783.2,4.33869e-05,5.38636e-05
115,2807.62,4.35341e-05,5.41163e-05
116,2832.03,4.31879e-05,5.36078e-05
117,2856.45,4.33461e-05,5.24307e-05
118,2880.86,4.40533e-05,5.26037e-05
119,2905.27,4.3345e-05,5.38168e-05
120,2929.69,4.25711e-05,5.33996e-05
121,2954.1,4.2862e-05,5.2875e-05
122,2978.52,4.39679e-05,5.24965e-05
123,3002.93,4.39419e-05,5.29058e-05
124,3027.34,4.32211e-05,5.41617e-05
125,3051.76,4.25649e-05,5.40468e-05
126,3076.17,4.30915e-05,5.31975e-05
127,3100.59,4.35229e-05,5.26886e-05
128,3125,4.35213e-05,5.29518e-05
129,3149.41,4.2823e-05,5.19598e-05
130,3173.83,4.23938e-05,5.15099e-05
131,3198.24,4.22799e-05,5.26198e-05
132,3222.66,4.20051e-05,5.30323e-05
133,3247.07,4.15034e-05,5.37421e-05
134,3271.48,4.20425e-05,5.37566e-05
135,3295.9,4.32921e-05,5.34347e-05
136,3320.31,4.27931e-05,5.36756e-05
137,3344.73,4.17435e-05,5.30316e-05
138,3369.14,4.26422e-05,5.26419e-05
139,3393.55,4.41351e-05,5.26695e-05
140,3417.97,4.39816e-05,5.18395e-05
141,3442.38,4.28787e-05,5.17381e-05
142,3466.8,4.26451e-05,5.21867e-05
143,3491.21,4.18507e-05,5.2288e-05
144,3515.63,4.14748e-05,5.1809e-05
145,3540.04,4.15638e-05,5.18893e-05
146,3564.45,4.21771e-05,5.23253e-05
147,3588.87,4.25472e-05,5.22618e-05
148,3613.28,4.28766e-05,5.19295e-05
149,3637.7,4.29844e-05,5.21462e-05
150,3662.11,4.3141e-05,5.26603e-05
151,3686.52,4.3019e-05,5.29781e-05
152,3710.94,4.29095e-05,5.22731e-05
153,3735.35,4.35392e-05,5.19738e-05
154,3759.77,4.37216e-05,5.15697e-05
155,3784.18,4.25257e-05,5.03103e-05
156,3808.59,4.26159e-05,5.07305e-05
157,3833.01,4.25934e-05,5.2512e-05
158,3857.42,4.18215e-05,5.34445e-05
159,3881.84,4.21417e-05,5.21503e-05
160,3906.25,4.2406e-05,5.14059e-05
161,3930.66,4.19937e-05,5.19997e-05
162,3955.08,4.22149e-05,5.2137e-05
163,3979.49,4.31784e-05,5.23953e-05
164,4003.91,4.38377e-05,5.19625e-05
165,4028.32,4.40593e-05,5.13666e-05
166,4052.73,4.37656e-05,5.19568e-05
167,4077.15,4.3327e-05,5.14809e-05
168,4101.56,4.21921e-05,5.19235e-05
169,4125.98,4.1989e-05,5.25877e-05
170,4150.39,4.25214e-05,5.3054e-05
171,4174.8,4.31744e-05,5.27438e-05
172,4199.22,4.34394e-05,5.20974e-05
173,4223.63,4.24106e-05,5.17893e-05
174,4248.05,4.18869e-05,5.2113e-05
175,4272.46,4.25262e-05,5.20154e-05
176,4296.88,4.31366e-05,5.23155e-05
177,4321.29,4.3328e-05,5.31078e-05
178,4345.7,4.34032e-05,5.31005e-05
179,4370.12,4.33461e-05,5.29863e-05
180,4394.53,4.30314e-05,5.29817e-05
181,4418.95,4.23212e-05,5.13973e-05
182,4443.36,4.21787e-05,5.00578e-05
183,4467.77,4.32762e-05,5.03496e-05
184,4492.19,4.30159e-05,5.07704e-05
185,4516.6,4.29388e-05,5.07037e-05
186,4541.02,4.34637e-05,5.12952e-05
187,4565.43,4.37662e-05,5.13449e-05
188,4589.84,4.25046e-05,5.13174e-05
189,4614.26,4.22951e-05,5.25259e-05
190,4638.67,4.3792e-05,5.30436e-05
