;Scopy version,f4beeb1
;Exported on,Friday October 11/10/2024
;Device,M2K
;Nr of samples,4096
;Sample rate,0
;Tool,Spectrum Analyzer
;Additional Information,Exponential RMS,Blackman-Harris,500,Exponential RMS,Blackman-Harris,500,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz)
0,1,0.00809174,0.214099
1,24.4141,0.00809174,0.214099
2,48.8281,0.00234469,0.0619878
3,73.2422,0.000202032,0.00517793
4,97.6563,4.70105e-05,0.000573049
5,122.07,4.64875e-05,0.000571569
6,146.484,4.65145e-05,0.000571963
7,170.898,4.64261e-05,0.000584606
8,195.313,4.53608e-05,0.000585045
9,219.727,4.47574e-05,0.000575339
10,244.141,4.55104e-05,0.0005755
11,268.555,4.57231e-05,0.000567235
12,292.969,4.52032e-05,0.000561758
13,317.383,4.47228e-05,0.000571773
14,341.797,4.46649e-05,0.000566595
15,366.211,4.39787e-05,0.000554591
16,390.625,4.43998e-05,0.000559113
17,415.039,4.60207e-05,0.000578901
18,439.453,4.6023e-05,0.000597761
19,463.867,4.6432e-05,0.000589304
20,488.281,4.55052e-05,0.000564945
21,512.695,4.46084e-05,0.000564725
22,537.109,4.48127e-05,0.00056927
23,561.523,4.43286e-05,0.00057174
24,585.938,4.3834e-05,0.00057225
25,610.352,4.41289e-05,0.000561073
26,634.766,4.42529e-05,0.000561095
27,659.18,4.40557e-05,0.000560898
28,683.594,4.47472e-05,0.000558322
29,708.008,4.62773e-05,0.000567736
30,732.422,4.72019e-05,0.00057967
31,756.836,4.6791e-05,0.000586282
32,781.25,4.66421e-05,0.000592203
33,805.664,4.55635e-05,0.000586984
34,830.078,4.54028e-05,0.000574278
35,854.492,4.55376e-05,0.000570227
36,878.906,4.42242e-05,0.000562732
37,903.32,4.40322e-05,0.000561887
38,927.734,4.44534e-05,0.00058077
39,952.148,4.44729e-05,0.00059178
40,976.563,4.46298e-05,0.000587696
41,1000.98,4.51597e-05,0.000582937
42,1025.39,4.49847e-05,0.000586928
43,1049.8,4.47919e-05,0.000586728
44,1074.22,4.49916e-05,0.000571259
45,1098.63,4.57142e-05,0.000560824
46,1123.05,4.65113e-05,0.000566827
47,1147.46,4.56691e-05,0.000570215
48,1171.88,4.42232e-05,0.000570228
49,1196.29,4.39318e-05,0.000574
50,1220.7,4.4674e-05,0.000579704
51,1245.12,4.52476e-05,0.000579003
52,1269.53,4.56298e-05,0.000573625
53,1293.95,4.60068e-05,0.000563851
54,1318.36,4.43527e-05,0.000556485
55,1342.77,4.28304e-05,0.000561338
56,1367.19,4.34828e-05,0.00057269
57,1391.6,4.39973e-05,0.000576052
58,1416.02,4.44212e-05,0.000561317
59,1440.43,4.45875e-05,0.000549349
60,1464.84,4.39112e-05,0.000547159
61,1489.26,4.3268e-05,0.000553747
62,1513.67,4.37777e-05,0.00056463
63,1538.09,4.35034e-05,0.000572542
64,1562.5,4.32947e-05,0.000575158
65,1586.91,4.26565e-05,0.000570899
66,1611.33,4.20678e-05,0.000584156
67,1635.74,4.30202e-05,0.000582273
68,1660.16,4.42943e-05,0.000579709
