;Scopy version,f4beeb1
;Exported on,Friday October 11/10/2024
;Device,M2K
;Nr of samples,4096
;Sample rate,0
;Tool,Spectrum Analyzer
;Additional Information,Exponential RMS,Blackman-Harris,500,Exponential RMS,Blackman-Harris,500,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz)
0,1,0.00816559,0.0448266
1,24.4141,0.00816559,0.0448266
2,48.8281,0.00236463,0.0129698
3,73.2422,0.000203327,0.00107755
4,97.6563,4.69984e-05,0.000137377
5,122.07,4.59596e-05,0.000139794
6,146.484,4.64349e-05,0.000140857
7,170.898,4.76932e-05,0.000144547
8,195.313,4.65602e-05,0.000144318
9,219.727,4.49769e-05,0.000141815
10,244.141,4.45642e-05,0.000142903
11,268.555,4.40568e-05,0.000142536
12,292.969,4.40091e-05,0.000142018
13,317.383,4.35488e-05,0.000141106
14,341.797,4.42011e-05,0.000137097
15,366.211,4.57681e-05,0.000135083
16,390.625,4.60572e-05,0.000136998
17,415.039,4.55486e-05,0.000138309
18,439.453,4.5347e-05,0.000140691
19,463.867,4.41716e-05,0.000141858
20,488.281,4.30573e-05,0.00013942
21,512.695,4.4449e-05,0.000137477
22,537.109,4.67419e-05,0.000135613
23,561.523,4.65298e-05,0.000136821
24,585.938,4.57669e-05,0.000137924
25,610.352,4.56552e-05,0.000137698
26,634.766,4.43597e-05,0.0001389
27,659.18,4.45153e-05,0.000136945
28,683.594,4.56367e-05,0.000136513
29,708.008,4.61141e-05,0.000139524
30,732.422,4.65061e-05,0.000140867
31,756.836,4.54521e-05,0.000139806
32,781.25,4.52662e-05,0.000139937
33,805.664,4.67538e-05,0.000144369
34,830.078,4.76898e-05,0.000143382
35,854.492,4.8658e-05,0.000137713
36,878.906,5.081e-05,0.000135766
37,903.32,5.06272e-05,0.000137475
38,927.734,4.68181e-05,0.000140263
39,952.148,4.69338e-05,0.000141165
40,976.563,4.81044e-05,0.000142561
41,1000.98,4.64401e-05,0.000138865
42,1025.39,4.5821e-05,0.000137501
43,1049.8,4.58114e-05,0.000139487
44,1074.22,4.5877e-05,0.000138002
45,1098.63,4.52882e-05,0.000137335
46,1123.05,4.4557e-05,0.000137736
47,1147.46,4.3711e-05,0.000140856
48,1171.88,4.33843e-05,0.000141672
49,1196.29,4.41254e-05,0.000138955
50,1220.7,4.46901e-05,0.00013928
51,1245.12,4.45441e-05,0.000140243
52,1269.53,4.3836e-05,0.000136391
53,1293.95,4.27069e-05,0.00013539
54,1318.36,4.30803e-05,0.000137137
55,1342.77,4.3838e-05,0.000138552
56,1367.19,4.29839e-05,0.00013848
57,1391.6,4.29867e-05,0.000137536
58,1416.02,4.48827e-05,0.000139899
59,1440.43,4.36258e-05,0.000142116
60,1464.84,4.34511e-05,0.000142067
61,1489.26,4.50935e-05,0.00014
62,1513.67,4.47379e-05,0.000136326
63,1538.09,4.35473e-05,0.000134236
64,1562.5,4.27992e-05,0.000135291
65,1586.91,4.2122e-05,0.000135867
66,1611.33,4.21015e-05,0.000138024
67,1635.74,4.21903e-05,0.000138029
68,1660.16,4.35942e-05,0.000135154
69,1684.57,4.41384e-05,0.000135589
70,1708.98,4.25302e-05,0.000141832
71,1733.4,4.29614e-05,0.000144465
72,1757.81,4.34756e-05,0.000138789
73,1782.23,4.23039e-05,0.000134949
74,1806.64,4.11076e-05,0.000137437
75,1831.05,4.16226e-05,0.000139555
76,1855.47,4.24892e-05,0.000139031
77,1879.88,4.26128e-05,0.000137298
78,1904.3,4.17401e-05,0.000143002
79,1928.71,4.27248e-05,0.000147449
80,1953.13,4.33075e-05,0.000144684
81,1977.54,4.23249e-05,0.000146246
82,2001.95,4.24934e-05,0.000145566
83,2026.37,4.2879e-05,0.000143003
84,2050.78,4.28908e-05,0.000141111
85,2075.2,4.20985e-05,0.000138938
86,2099.61,4.24739e-05,0.000138313
87,2124.02,4.46596e-05,0.000140982
88,2148.44,4.71928e-05,0.000142231
89,2172.85,4.70646e-05,0.000141204
90,2197.27,4.49867e-05,0.000137179
91,2221.68,4.34455e-05,0.00013621
92,2246.09,4.30984e-05,0.000139335
93,2270.51,4.33037e-05,0.000141263
94,2294.92,4.38881e-05,0.000138929
95,2319.34,4.42781e-05,0.000134553
96,2343.75,4.32403e-05,0.000137164
97,2368.16,4.22199e-05,0.000138608
98,2392.58,4.30654e-05,0.00013785
99,2416.99,4.38378e-05,0.00013751
100,2441.41,4.55532e-05,0.000139322
101,2465.82,4.68893e-05,0.000138567
102,2490.23,4.47885e-05,0.00013766
103,2514.65,4.2765e-05,0.000138891
104,2539.06,4.34124e-05,0.000141104
105,2563.48,4.42334e-05,0.000141023
106,2587.89,4.38247e-05,0.000139527
107,2612.3,4.37942e-05,0.000139083
108,2636.72,4.30837e-05,0.000137537
109,2661.13,4.39261e-05,0.000140164
110,2685.55,4.52134e-05,0.000141741
111,2709.96,4.39894e-05,0.000142168
112,2734.38,4.21551e-05,0.000142159
113,2758.79,4.27073e-05,0.00014337
114,2783.2,4.29579e-05,0.000142329
115,2807.62,4.20062e-05,0.000138284
116,2832.03,4.12305e-05,0.000138583
117,2856.45,4.2509e-05,0.000139316
118,2880.86,4.40064e-05,0.000137248
119,2905.27,4.4237e-05,0.000138826
120,2929.69,4.31667e-05,0.000138865
121,2954.1,4.11277e-05,0.00013912
122,2978.52,4.14461e-05,0.000142378
123,3002.93,4.22793e-05,0.0001463
124,3027.34,4.30943e-05,0.000148762
125,3051.76,4.36987e-05,0.000145894
126,3076.17,4.29064e-05,0.00013701
127,3100.59,4.21144e-05,0.00013558
128,3125,4.15095e-05,0.00014019
129,3149.41,4.14651e-05,0.000140961
130,3173.83,4.10175e-05,0.000137485
131,3198.24,4.08322e-05,0.000136446
132,3222.66,4.12777e-05,0.000138843
133,3247.07,4.21555e-05,0.00013822
134,3271.48,4.3011e-05,0.000133724
135,3295.9,4.35172e-05,0.000135423
136,3320.31,4.27936e-05,0.000136165
137,3344.73,4.10264e-05,0.000135372
138,3369.14,4.12115e-05,0.00013983
139,3393.55,4.16572e-05,0.000144491
140,3417.97,4.29138e-05,0.000143091
141,3442.38,4.36388e-05,0.00013897
142,3466.8,4.37119e-05,0.000135908
143,3491.21,4.39588e-05,0.000136224
144,3515.63,4.36586e-05,0.000137089
145,3540.04,4.25041e-05,0.000140795
146,3564.45,4.17816e-05,0.000140076
147,3588.87,4.23572e-05,0.000135985
148,3613.28,4.15422e-05,0.000138927
149,3637.7,4.19225e-05,0.000140731
150,3662.11,4.2961e-05,0.000139246
151,3686.52,4.16711e-05,0.00013685
152,3710.94,4.14174e-05,0.000135607
153,3735.35,4.25614e-05,0.000136012
154,3759.77,4.23981e-05,0.000138938
155,3784.18,4.07776e-05,0.000142518
156,3808.59,4.05913e-05,0.000140701
157,3833.01,4.1998e-05,0.000137351
158,3857.42,4.2554e-05,0.000137186
159,3881.84,4.21172e-05,0.000137
160,3906.25,4.25989e-05,0.000135377
161,3930.66,4.40497e-05,0.000137266
162,3955.08,4.61587e-05,0.000141047
163,3979.49,4.62198e-05,0.000139099
164,4003.91,4.40586e-05,0.000134887
165,4028.32,4.24167e-05,0.000134741
166,4052.73,4.24887e-05,0.000135317
167,4077.15,4.18019e-05,0.000137328
168,4101.56,4.18762e-05,0.000137748
169,4125.98,4.23676e-05,0.000136362
170,4150.39,4.20615e-05,0.000134579
171,4174.8,4.16239e-05,0.000135404
172,4199.22,4.15991e-05,0.000138774
173,4223.63,4.25304e-05,0.000144926
174,4248.05,4.27731e-05,0.000147388
175,4272.46,4.19874e-05,0.000142679
176,4296.88,4.07136e-05,0.000137445
177,4321.29,4.08735e-05,0.000136379
178,4345.7,4.1935e-05,0.000135466
179,4370.12,4.28065e-05,0.000133125
180,4394.53,4.42448e-05,0.000136236
181,4418.95,4.40707e-05,0.00014585
182,4443.36,4.32486e-05,0.0001497
183,4467.77,4.33505e-05,0.000145541
184,4492.19,4.33355e-05,0.00013945
185,4516.6,4.24675e-05,0.000137862
186,4541.02,4.21254e-05,0.000138444
187,4565.43,4.32047e-05,0.000138169
188,4589.84,4.44595e-05,0.000136782
189,4614.26,4.41959e-05,0.000135659
190,4638.67,4.30991e-05,0.000135642
191,4663.09,4.26814e-05,0.000137127
192,4687.5,4.31009e-05,0.000138942
193,4711.91,4.28974e-05,0.00013937
194,4736.33,4.26957e-05,0.000137903
195,4760.74,4.41504e-05,0.000136221
196,4785.16,4.45852e-05,0.000136267
197,4809.57,4.36315e-05,0.000138317
198,4833.98,4.36215e-05,0.00013847
199,4858.4,4.37725e-05,0.000139093
200,4882.81,4.26455e-05,0.000141043
201,4907.23,4.20227e-05,0.000138949
202,4931.64,4.2034e-05,0.000135748
203,4956.05,4.20543e-05,0.000141063
204,4980.47,4.22856e-05,0.0001416
205,5004.88,4.1906e-05,0.000140831
206,5029.3,4.17851e-05,0.000139658
207,5053.71,4.25306e-05,0.000139396
208,5078.13,4.35579e-05,0.000139628
209,5102.54,4.27775e-05,0.000136974
210,5126.95,4.17567e-05,0.000135539
211,5151.37,4.18297e-05,0.000136218
212,5175.78,4.26128e-05,0.000137047
213,5200.2,4.3011e-05,0.000137322
214,5224.61,4.30497e-05,0.000138205
215,5249.02,4.4229e-05,0.000139803
216,5273.44,4.44474e-05,0.000136268
217,5297.85,4.25074e-05,0.000133519
218,5322.27,4.13952e-05,0.000138147
219,5346.68,4.12267e-05,0.000140442
220,5371.09,4.21178e-05,0.00013896
221,5395.51,4.34434e-05,0.000139921
222,5419.92,4.32283e-05,0.00013986
223,5444.34,4.24259e-05,0.00014008
224,5468.75,4.28386e-05,0.000139158
225,5493.16,4.33421e-05,0.000138817
226,5517.58,4.21124e-05,0.000136833
227,5541.99,4.14803e-05,0.000135907
228,5566.41,4.254e-05,0.000137481
229,5590.82,4.34041e-05,0.000138996
230,5615.23,4.41847e-05,0.000138729
231,5639.65,4.4102e-05,0.000139342
232,5664.06,4.29898e-05,0.000143622
233,5688.48,4.32006e-05,0.000145594
234,5712.89,4.34212e-05,0.000142651
235,5737.3,4.34717e-05,0.000141003
236,5761.72,4.24645e-05,0.000140503
237,5786.13,4.17394e-05,0.000140548
238,5810.55,4.19894e-05,0.00014223
239,5834.96,4.30536e-05,0.000141038
240,5859.38,4.35538e-05,0.000136272
241,5883.79,4.34456e-05,0.000137168
242,5908.2,4.29805e-05,0.000135605
243,5932.62,4.37313e-05,0.000137406
244,5957.03,4.4086e-05,0.00013877
245,5981.45,4.31308e-05,0.000141278
246,6005.86,4.25259e-05,0.000139815
247,6030.27,4.23098e-05,0.000135311
248,6054.69,4.31174e-05,0.000135712
249,6079.1,4.25915e-05,0.000136742
