;Scopy version,f4beeb1
;Exported on,Wednesday October 09/10/2024
;Device,M2K
;Nr of samples,16384
;Sample rate,0
;Tool,Spectrum Analyzer
;Additional Information,Exponential RMS,Blackman-Harris,100,Exponential RMS,Blackman-Harris,100,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz)
0,1,0.00464248,0.000590929
1,61.0352,0.00464248,0.000590929
2,122.07,0.00134313,0.000170989
3,183.105,0.000111955,1.43139e-05
4,244.141,2.09165e-05,1.83393e-06
5,305.176,1.98439e-05,1.74065e-06
6,366.211,1.93244e-05,1.74763e-06
7,427.246,1.9442e-05,1.74641e-06
8,488.281,1.98666e-05,1.65619e-06
9,549.316,2.01774e-05,1.62326e-06
10,610.352,2.00208e-05,1.76347e-06
11,671.387,2.0537e-05,1.84632e-06
12,732.422,2.09593e-05,1.89772e-06
13,793.457,2.18039e-05,1.96406e-06
14,854.492,2.19855e-05,1.95917e-06
15,915.527,2.16499e-05,1.89037e-06
16,976.563,2.15942e-05,1.87367e-06
17,1037.6,2.07759e-05,1.86527e-06
18,1098.63,2.00759e-05,1.86432e-06
19,1159.67,1.89589e-05,1.76407e-06
20,1220.7,1.84272e-05,1.64781e-06
21,1281.74,1.83692e-05,1.60035e-06
22,1342.77,1.81151e-05,1.576e-06
23,1403.81,1.73023e-05,1.50228e-06
24,1464.84,1.5801e-05,1.4742e-06
25,1525.88,1.56275e-05,1.46562e-06
26,1586.91,1.57083e-05,1.46509e-06
27,1647.95,1.56173e-05,1.39285e-06
28,1708.98,1.50914e-05,1.35094e-06
29,1770.02,1.53356e-05,1.39346e-06
30,1831.05,1.57281e-05,1.42039e-06
31,1892.09,1.50126e-05,1.43458e-06
32,1953.13,1.47284e-05,1.44525e-06
33,2014.16,1.52458e-05,1.42818e-06
34,2075.2,1.50159e-05,1.41118e-06
35,2136.23,1.45934e-05,1.44078e-06
36,2197.27,1.41838e-05,1.43726e-06
37,2258.3,1.41968e-05,1.42396e-06
38,2319.34,1.43246e-05,1.41811e-06
39,2380.37,1.45538e-05,1.36595e-06
40,2441.41,1.44911e-05,1.36011e-06
41,2502.44,1.50296e-05,1.37243e-06
42,2563.48,1.55271e-05,1.3768e-06
43,2624.51,1.49773e-05,1.36204e-06
44,2685.55,1.41164e-05,1.36891e-06
45,2746.58,1.43655e-05,1.38673e-06
46,2807.62,1.50091e-05,1.42859e-06
47,2868.65,1.48977e-05,1.37799e-06
48,2929.69,1.4831e-05,1.30847e-06
49,2990.72,1.46167e-05,1.30149e-06
50,3051.76,1.37973e-05,1.30516e-06
51,3112.79,1.3477e-05,1.28509e-06
52,3173.83,1.38846e-05,1.29747e-06
53,3234.86,1.4685e-05,1.29415e-06
54,3295.9,1.47901e-05,1.34717e-06
55,3356.93,1.40655e-05,1.3431e-06
56,3417.97,1.42464e-05,1.29647e-06
57,3479,1.46929e-05,1.30294e-06
58,3540.04,1.43096e-05,1.33012e-06
59,3601.07,1.42889e-05,1.29366e-06
60,3662.11,1.44426e-05,1.28244e-06
61,3723.14,1.42072e-05,1.32406e-06
62,3784.18,1.42336e-05,1.33523e-06
63,3845.21,1.4177e-05,1.35455e-06
64,3906.25,1.3662e-05,1.34213e-06
65,3967.29,1.35626e-05,1.34539e-06
66,4028.32,1.41138e-05,1.36546e-06
67,4089.36,1.46592e-05,1.39017e-06
68,4150.39,1.49673e-05,1.35193e-06
69,4211.43,1.47013e-05,1.34275e-06
70,4272.46,1.4354e-05,1.31482e-06
71,4333.5,1.38657e-05,1.26003e-06
72,4394.53,1.34523e-05,1.2778e-06
73,4455.57,1.40947e-05,1.30478e-06
74,4516.6,1.49506e-05,1.30798e-06
75,4577.64,1.47809e-05,1.28128e-06
76,4638.67,1.39272e-05,1.23692e-06
77,4699.71,1.29524e-05,1.25147e-06
78,4760.74,1.32176e-05,1.30438e-06
79,4821.78,1.4076e-05,1.3055e-06
80,4882.81,1.37565e-05,1.27979e-06
81,4943.85,1.35947e-05,1.27055e-06
82,5004.88,1.37656e-05,1.33293e-06
83,5065.92,1.43016e-05,1.382e-06
84,5126.95,1.43944e-05,1.36814e-06
85,5187.99,1.37673e-05,1.34324e-06
86,5249.02,1.30061e-05,1.36399e-06
87,5310.06,1.37806e-05,1.37257e-06
88,5371.09,1.44401e-05,1.35056e-06
89,5432.13,1.40272e-05,1.2997e-06
90,5493.16,1.42023e-05,1.23039e-06
91,5554.2,1.44682e-05,1.20099e-06
92,5615.23,1.3971e-05,1.24188e-06
93,5676.27,1.36862e-05,1.2922e-06
94,5737.3,1.37467e-05,1.27099e-06
95,5798.34,1.43245e-05,1.26472e-06
96,5859.38,1.46259e-05,1.24302e-06
97,5920.41,1.47736e-05,1.23153e-06
98,5981.45,1.43165e-05,1.27407e-06
99,6042.48,1.39966e-05,1.27147e-06
100,6103.52,1.4564e-05,1.29782e-06
101,6164.55,1.46858e-05,1.37212e-06
102,6225.59,1.39523e-05,1.32662e-06
103,6286.62,1.43581e-05,1.28109e-06
104,6347.66,1.44608e-05,1.27307e-06
105,6408.69,1.35921e-05,1.276e-06
106,6469.73,1.3884e-05,1.31665e-06
107,6530.76,1.41881e-05,1.38958e-06
108,6591.8,1.41579e-05,1.36936e-06
109,6652.83,1.45104e-05,1.29607e-06
110,6713.87,1.43617e-05,1.29656e-06
111,6774.9,1.37426e-05,1.27234e-06
112,6835.94,1.35183e-05,1.26154e-06
113,6896.97,1.43543e-05,1.24439e-06
114,6958.01,1.49336e-05,1.27276e-06
115,7019.04,1.41417e-05,1.33218e-06
116,7080.08,1.38568e-05,1.35792e-06
117,7141.11,1.41155e-05,1.31779e-06
118,7202.15,1.4228e-05,1.23329e-06
119,7263.18,1.38888e-05,1.25516e-06
120,7324.22,1.39741e-05,1.31012e-06
121,7385.25,1.46852e-05,1.31751e-06
122,7446.29,1.43277e-05,1.27042e-06
123,7507.32,1.34702e-05,1.26228e-06
124,7568.36,1.34538e-05,1.31296e-06
125,7629.39,1.41565e-05,1.29523e-06
126,7690.43,1.4716e-05,1.27107e-06
127,7751.46,1.45707e-05,1.30552e-06
128,7812.5,1.36226e-05,1.32163e-06
129,7873.54,1.33264e-05,1.2798e-06
130,7934.57,1.40582e-05,1.24327e-06
131,7995.61,1.39646e-05,1.24765e-06
132,8056.64,1.42146e-05,1.29865e-06
133,8117.68,1.47797e-05,1.33736e-06
134,8178.71,1.47799e-05,1.29454e-06
135,8239.75,1.44602e-05,1.27707e-06
136,8300.78,1.38101e-05,1.28505e-06
137,8361.82,1.30327e-05,1.25305e-06
138,8422.85,1.34685e-05,1.29384e-06
139,8483.89,1.49921e-05,1.32437e-06
140,8544.92,1.57389e-05,1.29404e-06
141,8605.96,1.5451e-05,1.29143e-06
142,8666.99,1.47295e-05,1.31495e-06
143,8728.03,1.31017e-05,1.26965e-06
144,8789.06,1.22377e-05,1.25817e-06
145,8850.1,1.24595e-05,1.3107e-06
146,8911.13,1.32846e-05,1.32216e-06
147,8972.17,1.32593e-05,1.25106e-06
