;Scopy version,f4beeb1
;Exported on,Friday October 11/10/2024
;Device,M2K
;Nr of samples,4096
;Sample rate,0
;Tool,Spectrum Analyzer
;Additional Information,Exponential RMS,Blackman-Harris,500,Exponential RMS,Blackman-Harris,500,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz)
0,1,0.00738009,0.00502589
1,24.4141,0.00738009,0.00502589
2,48.8281,0.00213746,0.00145555
3,73.2422,0.000182772,0.000134648
4,97.6563,4.72399e-05,6.01424e-05
5,122.07,4.71391e-05,5.84865e-05
6,146.484,4.59685e-05,5.69805e-05
7,170.898,4.52022e-05,5.63295e-05
8,195.313,4.57405e-05,5.55772e-05
9,219.727,4.58867e-05,5.54541e-05
10,244.141,4.54944e-05,5.46289e-05
11,268.555,4.54814e-05,5.37507e-05
12,292.969,4.43748e-05,5.26958e-05
13,317.383,4.31866e-05,5.32802e-05
14,341.797,4.40655e-05,5.40755e-05
15,366.211,4.51931e-05,5.36684e-05
16,390.625,4.5364e-05,5.33128e-05
17,415.039,4.50122e-05,5.42412e-05
18,439.453,4.4857e-05,5.3877e-05
19,463.867,4.45892e-05,5.35049e-05
20,488.281,4.52245e-05,5.40487e-05
21,512.695,4.54236e-05,5.34746e-05
22,537.109,4.49619e-05,5.30592e-05
23,561.523,4.41207e-05,5.37748e-05
24,585.938,4.33893e-05,5.42227e-05
25,610.352,4.38441e-05,5.38564e-05
26,634.766,4.43125e-05,5.3796e-05
27,659.18,4.47205e-05,5.34767e-05
28,683.594,4.50058e-05,5.39208e-05
29,708.008,4.56664e-05,5.46677e-05
30,732.422,4.62666e-05,5.45673e-05
31,756.836,4.66091e-05,5.44994e-05
32,781.25,4.66147e-05,5.46081e-05
33,805.664,4.60444e-05,5.47266e-05
34,830.078,4.63764e-05,5.43333e-05
35,854.492,4.64662e-05,5.4988e-05
36,878.906,4.63612e-05,5.57619e-05
37,903.32,4.61264e-05,5.55932e-05
38,927.734,4.5584e-05,5.5636e-05
39,952.148,4.56434e-05,5.6317e-05
40,976.563,4.5576e-05,5.6561e-05
41,1000.98,4.66969e-05,5.70485e-05
42,1025.39,4.76249e-05,5.67853e-05
43,1049.8,4.65236e-05,5.57848e-05
44,1074.22,4.61531e-05,5.60448e-05
45,1098.63,4.59211e-05,5.61002e-05
46,1123.05,4.5892e-05,5.51147e-05
47,1147.46,4.58219e-05,5.42811e-05
