frequency(Hz),V/rt(Hz),Title
644.5137664,2.25E-08,AD797 PSD @ 28.8 kHz Span
648.4199105,2.24E-08,AD797 PSD @ 28.8 kHz Span
652.3260545,2.18E-08,AD797 PSD @ 28.8 kHz Span
656.2321986,2.16E-08,AD797 PSD @ 28.8 kHz Span
660.1383426,2.12E-08,AD797 PSD @ 28.8 kHz Span
664.0444866,2.04E-08,AD797 PSD @ 28.8 kHz Span
667.9506307,2.01E-08,AD797 PSD @ 28.8 kHz Span
671.8567747,2.06E-08,AD797 PSD @ 28.8 kHz Span
675.7629188,2.10E-08,AD797 PSD @ 28.8 kHz Span
679.6690628,2.12E-08,AD797 PSD @ 28.8 kHz Span
683.5752068,2.13E-08,AD797 PSD @ 28.8 kHz Span
687.4813509,2.16E-08,AD797 PSD @ 28.8 kHz Span
691.3874949,2.17E-08,AD797 PSD @ 28.8 kHz Span
695.293639,2.17E-08,AD797 PSD @ 28.8 kHz Span
699.199783,2.20E-08,AD797 PSD @ 28.8 kHz Span
703.105927,2.15E-08,AD797 PSD @ 28.8 kHz Span
707.0120711,2.08E-08,AD797 PSD @ 28.8 kHz Span
710.9182151,2.07E-08,AD797 PSD @ 28.8 kHz Span
714.8243591,2.06E-08,AD797 PSD @ 28.8 kHz Span
718.7305032,2.09E-08,AD797 PSD @ 28.8 kHz Span
722.6366472,2.14E-08,AD797 PSD @ 28.8 kHz Span
726.5427913,2.17E-08,AD797 PSD @ 28.8 kHz Span
730.4489353,2.16E-08,AD797 PSD @ 28.8 kHz Span
734.3550793,2.16E-08,AD797 PSD @ 28.8 kHz Span
738.2612234,2.17E-08,AD797 PSD @ 28.8 kHz Span
742.1673674,2.15E-08,AD797 PSD @ 28.8 kHz Span
746.0735115,2.14E-08,AD797 PSD @ 28.8 kHz Span
749.9796555,2.13E-08,AD797 PSD @ 28.8 kHz Span
753.8857995,2.07E-08,AD797 PSD @ 28.8 kHz Span
757.7919436,1.98E-08,AD797 PSD @ 28.8 kHz Span
761.6980876,1.97E-08,AD797 PSD @ 28.8 kHz Span
765.6042317,2.02E-08,AD797 PSD @ 28.8 kHz Span
769.5103757,2.10E-08,AD797 PSD @ 28.8 kHz Span
773.4165197,2.17E-08,AD797 PSD @ 28.8 kHz Span
777.3226638,2.21E-08,AD797 PSD @ 28.8 kHz Span
781.2288078,2.15E-08,AD797 PSD @ 28.8 kHz Span
785.1349519,2.03E-08,AD797 PSD @ 28.8 kHz Span
789.0410959,2.01E-08,AD797 PSD @ 28.8 kHz Span
792.9472399,2.14E-08,AD797 PSD @ 28.8 kHz Span
796.853384,2.51E-08,AD797 PSD @ 28.8 kHz Span
800.759528,2.69E-08,AD797 PSD @ 28.8 kHz Span
804.665672,2.42E-08,AD797 PSD @ 28.8 kHz Span
808.5718161,2.12E-08,AD797 PSD @ 28.8 kHz Span
812.4779601,2.03E-08,AD797 PSD @ 28.8 kHz Span
816.3841042,2.00E-08,AD797 PSD @ 28.8 kHz Span
820.2902482,2.01E-08,AD797 PSD @ 28.8 kHz Span
824.1963922,2.08E-08,AD797 PSD @ 28.8 kHz Span
828.1025363,2.17E-08,AD797 PSD @ 28.8 kHz Span
832.0086803,2.20E-08,AD797 PSD @ 28.8 kHz Span
835.9148244,2.15E-08,AD797 PSD @ 28.8 kHz Span
839.8209684,2.05E-08,AD797 PSD @ 28.8 kHz Span
843.7271124,1.99E-08,AD797 PSD @ 28.8 kHz Span
847.6332565,2.00E-08,AD797 PSD @ 28.8 kHz Span
851.5394005,2.00E-08,AD797 PSD @ 28.8 kHz Span
855.4455446,1.96E-08,AD797 PSD @ 28.8 kHz Span
859.3516886,1.97E-08,AD797 PSD @ 28.8 kHz Span
863.2578326,2.07E-08,AD797 PSD @ 28.8 kHz Span
867.1639767,2.15E-08,AD797 PSD @ 28.8 kHz Span
871.0701207,2.16E-08,AD797 PSD @ 28.8 kHz Span
874.9762647,2.11E-08,AD797 PSD @ 28.8 kHz Span
