Sample,Frequency(Hz),Amplitude CH1(V/rt(Hz)),Amplitude CH2(V/rt(Hz))
0,1,0.00464248,0.000590929
1,61.0352,0.00464248,0.000590929
2,122.07,0.00134313,0.000170989
3,183.105,0.000111955,0.0000143139
4,244.141,0.0000209165,0.00000183393
5,305.176,0.0000198439,0.00000174065
6,366.211,0.0000193244,0.00000174763
7,427.246,0.000019442,0.00000174641
8,488.281,0.0000198666,0.00000165619
9,549.316,0.0000201774,0.00000162326
10,610.352,0.0000200208,0.00000176347
11,671.387,0.000020537,0.00000184632
12,732.422,0.0000209593,0.00000189772
13,793.457,0.0000218039,0.00000196406
14,854.492,0.0000219855,0.00000195917
15,915.527,0.0000216499,0.00000189037
16,976.563,0.0000215942,0.00000187367
17,1037.6,0.0000207759,0.00000186527
18,1098.63,0.0000200759,0.00000186432
19,1159.67,0.0000189589,0.00000176407
20,1220.7,0.0000184272,0.00000164781
21,1281.74,0.0000183692,0.00000160035
22,1342.77,0.0000181151,0.000001576
23,1403.81,0.0000173023,0.00000150228
24,1464.84,0.000015801,0.0000014742
25,1525.88,0.0000156275,0.00000146562
26,1586.91,0.0000157083,0.00000146509
27,1647.95,0.0000156173,0.00000139285
28,1708.98,0.0000150914,0.00000135094
29,1770.02,0.0000153356,0.00000139346
30,1831.05,0.0000157281,0.00000142039
31,1892.09,0.0000150126,0.00000143458
32,1953.13,0.0000147284,0.00000144525
33,2014.16,0.0000152458,0.00000142818
34,2075.2,0.0000150159,0.00000141118
35,2136.23,0.0000145934,0.00000144078
36,2197.27,0.0000141838,0.00000143726
37,2258.3,0.0000141968,0.00000142396
38,2319.34,0.0000143246,0.00000141811
39,2380.37,0.0000145538,0.00000136595
40,2441.41,0.0000144911,0.00000136011
41,2502.44,0.0000150296,0.00000137243
42,2563.48,0.0000155271,0.0000013768
43,2624.51,0.0000149773,0.00000136204
44,2685.55,0.0000141164,0.00000136891
45,2746.58,0.0000143655,0.00000138673
46,2807.62,0.0000150091,0.00000142859
47,2868.65,0.0000148977,0.00000137799
48,2929.69,0.000014831,0.00000130847
49,2990.72,0.0000146167,0.00000130149
50,3051.76,0.0000137973,0.00000130516
51,3112.79,0.000013477,0.00000128509
52,3173.83,0.0000138846,0.00000129747
53,3234.86,0.000014685,0.00000129415
54,3295.9,0.0000147901,0.00000134717
55,3356.93,0.0000140655,0.0000013431
56,3417.97,0.0000142464,0.00000129647
57,3479,0.0000146929,0.00000130294
58,3540.04,0.0000143096,0.00000133012
59,3601.07,0.0000142889,0.00000129366
60,3662.11,0.0000144426,0.00000128244
61,3723.14,0.0000142072,0.00000132406
62,3784.18,0.0000142336,0.00000133523
63,3845.21,0.000014177,0.00000135455
64,3906.25,0.000013662,0.00000134213
65,3967.29,0.0000135626,0.00000134539
66,4028.32,0.0000141138,0.00000136546
67,4089.36,0.0000146592,0.00000139017
68,4150.39,0.0000149673,0.00000135193
69,4211.43,0.0000147013,0.00000134275
70,4272.46,0.000014354,0.00000131482
71,4333.5,0.0000138657,0.00000126003
72,4394.53,0.0000134523,0.0000012778
73,4455.57,0.0000140947,0.00000130478
74,4516.6,0.0000149506,0.00000130798
75,4577.64,0.0000147809,0.00000128128
76,4638.67,0.0000139272,0.00000123692
77,4699.71,0.0000129524,0.00000125147
78,4760.74,0.0000132176,0.00000130438
79,4821.78,0.000014076,0.0000013055
80,4882.81,0.0000137565,0.00000127979
81,4943.85,0.0000135947,0.00000127055
82,5004.88,0.0000137656,0.00000133293
83,5065.92,0.0000143016,0.000001382
84,5126.95,0.0000143944,0.00000136814
85,5187.99,0.0000137673,0.00000134324
86,5249.02,0.0000130061,0.00000136399
87,5310.06,0.0000137806,0.00000137257
88,5371.09,0.0000144401,0.00000135056
89,5432.13,0.0000140272,0.0000012997
90,5493.16,0.0000142023,0.00000123039
91,5554.2,0.0000144682,0.00000120099
92,5615.23,0.000013971,0.00000124188
93,5676.27,0.0000136862,0.0000012922
94,5737.3,0.0000137467,0.00000127099
95,5798.34,0.0000143245,0.00000126472
96,5859.38,0.0000146259,0.00000124302
97,5920.41,0.0000147736,0.00000123153
98,5981.45,0.0000143165,0.00000127407
99,6042.48,0.0000139966,0.00000127147
100,6103.52,0.000014564,0.00000129782
101,6164.55,0.0000146858,0.00000137212
102,6225.59,0.0000139523,0.00000132662
103,6286.62,0.0000143581,0.00000128109
104,6347.66,0.0000144608,0.00000127307
105,6408.69,0.0000135921,0.000001276
106,6469.73,0.000013884,0.00000131665
107,6530.76,0.0000141881,0.00000138958
108,6591.8,0.0000141579,0.00000136936
109,6652.83,0.0000145104,0.00000129607
110,6713.87,0.0000143617,0.00000129656
111,6774.9,0.0000137426,0.00000127234
112,6835.94,0.0000135183,0.00000126154
113,6896.97,0.0000143543,0.00000124439
114,6958.01,0.0000149336,0.00000127276
115,7019.04,0.0000141417,0.00000133218
116,7080.08,0.0000138568,0.00000135792
117,7141.11,0.0000141155,0.00000131779
118,7202.15,0.000014228,0.00000123329
119,7263.18,0.0000138888,0.00000125516
120,7324.22,0.0000139741,0.00000131012
121,7385.25,0.0000146852,0.00000131751
122,7446.29,0.0000143277,0.00000127042
123,7507.32,0.0000134702,0.00000126228
124,7568.36,0.0000134538,0.00000131296
125,7629.39,0.0000141565,0.00000129523
126,7690.43,0.000014716,0.00000127107
127,7751.46,0.0000145707,0.00000130552
128,7812.5,0.0000136226,0.00000132163
129,7873.54,0.0000133264,0.0000012798
130,7934.57,0.0000140582,0.00000124327
131,7995.61,0.0000139646,0.00000124765
132,8056.64,0.0000142146,0.00000129865
133,8117.68,0.0000147797,0.00000133736
134,8178.71,0.0000147799,0.00000129454
135,8239.75,0.0000144602,0.00000127707
136,8300.78,0.0000138101,0.00000128505
137,8361.82,0.0000130327,0.00000125305
138,8422.85,0.0000134685,0.00000129384
139,8483.89,0.0000149921,0.00000132437
140,8544.92,0.0000157389,0.00000129404
141,8605.96,0.000015451,0.00000129143
142,8666.99,0.0000147295,0.00000131495
143,8728.03,0.0000131017,0.00000126965
144,8789.06,0.0000122377,0.00000125817
145,8850.1,0.0000124595,0.0000013107
146,8911.13,0.0000132846,0.00000132216
147,8972.17,0.0000132593,0.00000125106
148,9033.2,0.0000133748,0.00000125155
149,9094.24,0.0000140799,0.00000130149
150,9155.27,0.0000138918,0.00000131881
151,9216.31,0.0000137284,0.00000131521
152,9277.34,0.0000133408,0.00000132734
153,9338.38,0.0000134274,0.00000134113
154,9399.41,0.0000133756,0.00000132716
155,9460.45,0.0000131894,0.00000132221
156,9521.48,0.0000138141,0.00000130355
157,9582.52,0.0000138216,0.00000124456
158,9643.55,0.0000136851,0.00000126685
159,9704.59,0.0000139173,0.00000130815
160,9765.63,0.0000142817,0.00000131005
161,9826.66,0.000013923,0.00000125208
162,9887.7,0.0000133878,0.00000124487
163,9948.73,0.0000133153,0.00000132475
164,10009.8,0.0000136444,0.00000133153
165,10070.8,0.0000140366,0.00000126558
166,10131.8,0.0000137602,0.00000121513
167,10192.9,0.000013147,0.00000122965
168,10253.9,0.0000133621,0.00000128717
