;Scopy version,f4beeb1,,,,,,,,
;Exported on,Friday October 11/10/2024,,,,,Average Ch. 1,,Average Ch. 2,
;Device,M2K,,,,,4.00E-06,V/sqrt(Hz),3.89E-06,V/sqrt(Hz)
;Nr of samples,4096,,,,,,,,
;Sample rate,0,,,,,,,,
;Tool,Spectrum Analyzer,,,,,,,,
;Additional Information,Exponential RMS,Blackman-Harris,500,Exponential RMS,Blackman-Harris,500,,,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz),,,,,,
2455,59936.5,3.96E-06,3.95E-06,,,,,,
2456,59960.9,3.96E-06,3.88E-06,,,,,,
2457,59985.4,4.04E-06,3.86E-06,,,,,,
2458,60009.8,4.01E-06,3.88E-06,,,,,,
2459,60034.2,4.02E-06,3.86E-06,,,,,,
2460,60058.6,4.06E-06,3.83E-06,,,,,,
2461,60083,4.01E-06,3.88E-06,,,,,,
2462,60107.4,3.98E-06,3.89E-06,,,,,,
2463,60131.8,4.03E-06,3.87E-06,,,,,,
2464,60156.3,4.09E-06,3.90E-06,,,,,,
2465,60180.7,4.05E-06,3.89E-06,,,,,,
2466,60205.1,3.96E-06,3.85E-06,,,,,,
2467,60229.5,3.93E-06,3.86E-06,,,,,,
2468,60253.9,3.93E-06,3.83E-06,,,,,,
2469,60278.3,3.90E-06,3.79E-06,,,,,,
2470,60302.7,3.90E-06,3.86E-06,,,,,,
2471,60327.1,3.89E-06,3.91E-06,,,,,,
2472,60351.6,3.91E-06,3.86E-06,,,,,,
2473,60376,4.07E-06,3.87E-06,,,,,,
2474,60400.4,4.19E-06,3.90E-06,,,,,,
2475,60424.8,4.12E-06,3.84E-06,,,,,,
2476,60449.2,4.03E-06,3.77E-06,,,,,,
2477,60473.6,3.95E-06,3.87E-06,,,,,,
2478,60498,3.96E-06,3.95E-06,,,,,,
2479,60522.5,3.99E-06,4.03E-06,,,,,,
2480,60546.9,3.94E-06,3.95E-06,,,,,,
2481,60571.3,3.88E-06,3.83E-06,,,,,,
2482,60595.7,3.96E-06,3.86E-06,,,,,,
2483,60620.1,3.97E-06,3.91E-06,,,,,,
2484,60644.5,3.96E-06,3.94E-06,,,,,,
2485,60668.9,3.96E-06,3.87E-06,,,,,,
2486,60693.4,3.98E-06,3.82E-06,,,,,,
2487,60717.8,3.97E-06,3.82E-06,,,,,,
2488,60742.2,3.93E-06,3.83E-06,,,,,,
2489,60766.6,3.95E-06,3.84E-06,,,,,,
2490,60791,4.03E-06,3.87E-06,,,,,,
2491,60815.4,4.09E-06,3.84E-06,,,,,,
2492,60839.8,4.13E-06,3.84E-06,,,,,,
2493,60864.3,4.08E-06,3.85E-06,,,,,,
2494,60888.7,4.02E-06,3.93E-06,,,,,,
2495,60913.1,4.01E-06,3.96E-06,,,,,,
2496,60937.5,4.01E-06,3.88E-06,,,,,,
2497,60961.9,4.03E-06,3.87E-06,,,,,,
2498,60986.3,4.05E-06,3.85E-06,,,,,,
2499,61010.7,4.04E-06,3.82E-06,,,,,,
2500,61035.2,4.04E-06,3.84E-06,,,,,,
2501,61059.6,4.09E-06,3.84E-06,,,,,,
2502,61084,4.13E-06,3.90E-06,,,,,,
2503,61108.4,4.12E-06,3.97E-06,,,,,,
2504,61132.8,4.06E-06,3.98E-06,,,,,,
2505,61157.2,4.04E-06,3.98E-06,,,,,,
2506,61181.6,4.01E-06,4.00E-06,,,,,,
2507,61206.1,3.97E-06,4.00E-06,,,,,,
2508,61230.5,3.96E-06,3.92E-06,,,,,,
2509,61254.9,3.92E-06,3.84E-06,,,,,,
2510,61279.3,3.91E-06,3.86E-06,,,,,,
2511,61303.7,3.93E-06,3.94E-06,,,,,,
2512,61328.1,3.99E-06,3.92E-06,,,,,,
2513,61352.5,4.06E-06,3.76E-06,,,,,,
2514,61377,3.98E-06,3.77E-06,,,,,,
2515,61401.4,3.92E-06,3.83E-06,,,,,,
2516,61425.8,3.96E-06,3.86E-06,,,,,,
2517,61450.2,4.03E-06,3.86E-06,,,,,,
2518,61474.6,4.02E-06,3.88E-06,,,,,,
2519,61499,4.03E-06,4.01E-06,,,,,,
2520,61523.4,4.03E-06,3.97E-06,,,,,,
2521,61547.9,3.95E-06,3.86E-06,,,,,,
2522,61572.3,3.96E-06,3.82E-06,,,,,,
2523,61596.7,4.00E-06,3.83E-06,,,,,,
2524,61621.1,3.98E-06,3.88E-06,,,,,,
2525,61645.5,4.01E-06,3.86E-06,,,,,,
2526,61669.9,4.04E-06,3.85E-06,,,,,,
2527,61694.3,4.03E-06,3.88E-06,,,,,,
2528,61718.8,4.03E-06,3.88E-06,,,,,,
2529,61743.2,4.02E-06,3.92E-06,,,,,,
2530,61767.6,4.02E-06,3.94E-06,,,,,,
2531,61792,4.01E-06,3.89E-06,,,,,,
2532,61816.4,4.02E-06,3.91E-06,,,,,,
2533,61840.8,4.04E-06,3.97E-06,,,,,,
2534,61865.2,4.05E-06,3.87E-06,,,,,,
2535,61889.6,4.07E-06,3.81E-06,,,,,,
2536,61914.1,4.08E-06,3.83E-06,,,,,,
2537,61938.5,4.03E-06,3.87E-06,,,,,,
2538,61962.9,3.99E-06,3.86E-06,,,,,,
2539,61987.3,4.03E-06,3.84E-06,,,,,,
2540,62011.7,4.02E-06,3.85E-06,,,,,,
2541,62036.1,4.03E-06,3.84E-06,,,,,,
2542,62060.5,4.10E-06,3.86E-06,,,,,,
2543,62085,4.05E-06,3.90E-06,,,,,,
2544,62109.4,4.04E-06,3.94E-06,,,,,,
2545,62133.8,4.05E-06,3.96E-06,,,,,,
2546,62158.2,4.03E-06,3.96E-06,,,,,,
2547,62182.6,4.02E-06,3.92E-06,,,,,,
2548,62207,3.98E-06,3.97E-06,,,,,,
2549,62231.4,4.00E-06,3.99E-06,,,,,,
2550,62255.9,4.01E-06,3.92E-06,,,,,,
2551,62280.3,4.00E-06,3.86E-06,,,,,,
2552,62304.7,4.06E-06,3.88E-06,,,,,,
2553,62329.1,4.10E-06,3.87E-06,,,,,,
2554,62353.5,4.04E-06,3.83E-06,,,,,,
2555,62377.9,3.93E-06,3.93E-06,,,,,,
2556,62402.3,3.89E-06,3.99E-06,,,,,,
2557,62426.8,3.98E-06,3.98E-06,,,,,,
2558,62451.2,4.01E-06,3.94E-06,,,,,,
2559,62475.6,4.08E-06,3.91E-06,,,,,,
2560,62500,4.12E-06,3.86E-06,,,,,,
2561,62524.4,4.03E-06,3.82E-06,,,,,,
2562,62548.8,3.99E-06,3.85E-06,,,,,,
2563,62573.2,3.99E-06,3.87E-06,,,,,,
2564,62597.7,3.91E-06,3.89E-06,,,,,,
2565,62622.1,3.87E-06,3.92E-06,,,,,,
2566,62646.5,3.89E-06,3.93E-06,,,,,,
2567,62670.9,4.00E-06,3.93E-06,,,,,,
2568,62695.3,4.02E-06,3.93E-06,,,,,,
2569,62719.7,3.97E-06,3.97E-06,,,,,,
2570,62744.1,3.99E-06,3.90E-06,,,,,,
2571,62768.6,4.02E-06,3.82E-06,,,,,,
2572,62793,4.05E-06,3.82E-06,,,,,,
2573,62817.4,4.03E-06,3.80E-06,,,,,,
2574,62841.8,4.03E-06,3.75E-06,,,,,,
2575,62866.2,4.03E-06,3.80E-06,,,,,,
2576,62890.6,3.97E-06,3.95E-06,,,,,,
2577,62915,3.89E-06,3.99E-06,,,,,,
2578,62939.5,3.89E-06,3.92E-06,,,,,,
2579,62963.9,3.89E-06,3.87E-06,,,,,,
2580,62988.3,3.93E-06,3.84E-06,,,,,,
2581,63012.7,4.03E-06,3.84E-06,,,,,,
2582,63037.1,4.04E-06,3.88E-06,,,,,,
2583,63061.5,3.99E-06,3.92E-06,,,,,,
2584,63085.9,3.98E-06,3.96E-06,,,,,,
2585,63110.4,4.07E-06,3.91E-06,,,,,,
2586,63134.8,4.07E-06,3.79E-06,,,,,,
2587,63159.2,3.93E-06,3.79E-06,,,,,,
2588,63183.6,3.92E-06,3.88E-06,,,,,,
2589,63208,3.91E-06,3.94E-06,,,,,,
2590,63232.4,3.90E-06,3.90E-06,,,,,,
2591,63256.8,3.93E-06,3.92E-06,,,,,,
2592,63281.3,3.95E-06,3.94E-06,,,,,,
2593,63305.7,3.93E-06,3.95E-06,,,,,,
2594,63330.1,3.94E-06,3.94E-06,,,,,,
2595,63354.5,4.03E-06,3.92E-06,,,,,,
2596,63378.9,4.05E-06,3.94E-06,,,,,,
2597,63403.3,4.09E-06,3.98E-06,,,,,,
2598,63427.7,4.11E-06,3.92E-06,,,,,,
2599,63452.1,4.08E-06,3.92E-06,,,,,,
2600,63476.6,4.07E-06,3.94E-06,,,,,,
2601,63501,4.03E-06,3.94E-06,,,,,,
2602,63525.4,3.98E-06,3.96E-06,,,,,,
2603,63549.8,3.89E-06,3.93E-06,,,,,,
2604,63574.2,3.83E-06,3.90E-06,,,,,,
2605,63598.6,3.92E-06,3.89E-06,,,,,,
2606,63623,4.06E-06,3.82E-06,,,,,,
2607,63647.5,4.04E-06,3.78E-06,,,,,,
2608,63671.9,3.98E-06,3.82E-06,,,,,,
2609,63696.3,3.98E-06,3.80E-06,,,,,,
2610,63720.7,4.00E-06,3.80E-06,,,,,,
2611,63745.1,4.01E-06,3.82E-06,,,,,,
2612,63769.5,3.91E-06,3.89E-06,,,,,,
2613,63793.9,3.89E-06,3.98E-06,,,,,,
2614,63818.4,3.98E-06,3.91E-06,,,,,,
2615,63842.8,3.97E-06,3.85E-06,,,,,,
2616,63867.2,3.90E-06,3.88E-06,,,,,,
2617,63891.6,3.92E-06,3.91E-06,,,,,,
2618,63916,4.00E-06,3.92E-06,,,,,,
2619,63940.4,4.03E-06,3.97E-06,,,,,,
2620,63964.8,3.98E-06,3.98E-06,,,,,,
2621,63989.3,3.95E-06,3.93E-06,,,,,,
2622,64013.7,3.99E-06,3.91E-06,,,,,,
2623,64038.1,4.00E-06,3.92E-06,,,,,,
2624,64062.5,3.96E-06,3.97E-06,,,,,,
2625,64086.9,3.97E-06,3.94E-06,,,,,,
2626,64111.3,4.07E-06,3.93E-06,,,,,,
2627,64135.7,4.04E-06,3.93E-06,,,,,,
2628,64160.2,3.96E-06,3.90E-06,,,,,,
2629,64184.6,3.99E-06,3.91E-06,,,,,,
2630,64209,4.00E-06,3.92E-06,,,,,,
2631,64233.4,3.96E-06,3.91E-06,,,,,,
2632,64257.8,3.97E-06,3.86E-06,,,,,,
2633,64282.2,3.95E-06,3.84E-06,,,,,,
2634,64306.6,3.90E-06,3.79E-06,,,,,,
2635,64331.1,3.95E-06,3.77E-06,,,,,,
2636,64355.5,4.00E-06,3.85E-06,,,,,,
2637,64379.9,4.00E-06,3.90E-06,,,,,,
2638,64404.3,4.08E-06,3.85E-06,,,,,,
2639,64428.7,4.08E-06,3.92E-06,,,,,,
2640,64453.1,4.04E-06,3.96E-06,,,,,,
2641,64477.5,4.04E-06,3.86E-06,,,,,,
2642,64502,4.02E-06,3.89E-06,,,,,,
2643,64526.4,4.01E-06,3.87E-06,,,,,,
2644,64550.8,4.04E-06,3.78E-06,,,,,,
2645,64575.2,4.11E-06,3.76E-06,,,,,,
2646,64599.6,4.06E-06,3.88E-06,,,,,,
2647,64624,3.93E-06,3.94E-06,,,,,,
2648,64648.4,3.96E-06,3.90E-06,,,,,,
2649,64672.9,4.06E-06,3.91E-06,,,,,,
2650,64697.3,4.03E-06,3.93E-06,,,,,,
2651,64721.7,3.97E-06,3.91E-06,,,,,,
2652,64746.1,4.00E-06,3.86E-06,,,,,,
2653,64770.5,4.06E-06,3.80E-06,,,,,,
2654,64794.9,4.08E-06,3.82E-06,,,,,,
2655,64819.3,4.01E-06,3.85E-06,,,,,,
2656,64843.8,3.92E-06,3.79E-06,,,,,,
2657,64868.2,3.93E-06,3.80E-06,,,,,,
2658,64892.6,3.99E-06,3.84E-06,,,,,,
2659,64917,3.95E-06,3.89E-06,,,,,,
2660,64941.4,3.97E-06,3.90E-06,,,,,,
2661,64965.8,3.99E-06,3.90E-06,,,,,,
2662,64990.2,3.96E-06,3.96E-06,,,,,,
2663,65014.6,3.92E-06,3.98E-06,,,,,,
2664,65039.1,3.88E-06,3.95E-06,,,,,,
2665,65063.5,3.90E-06,3.93E-06,,,,,,
2666,65087.9,3.93E-06,3.91E-06,,,,,,
2667,65112.3,3.99E-06,3.98E-06,,,,,,
2668,65136.7,4.05E-06,3.98E-06,,,,,,
2669,65161.1,4.00E-06,3.94E-06,,,,,,
2670,65185.5,3.98E-06,3.89E-06,,,,,,
2671,65210,3.98E-06,3.86E-06,,,,,,
2672,65234.4,3.95E-06,3.83E-06,,,,,,
2673,65258.8,3.88E-06,3.86E-06,,,,,,
2674,65283.2,3.90E-06,3.85E-06,,,,,,
2675,65307.6,3.99E-06,3.82E-06,,,,,,
2676,65332,4.07E-06,3.87E-06,,,,,,
2677,65356.4,4.08E-06,3.90E-06,,,,,,
2678,65380.9,4.09E-06,3.88E-06,,,,,,
2679,65405.3,4.06E-06,3.88E-06,,,,,,
2680,65429.7,3.94E-06,3.86E-06,,,,,,
2681,65454.1,3.99E-06,3.81E-06,,,,,,
2682,65478.5,4.01E-06,3.87E-06,,,,,,
2683,65502.9,3.99E-06,3.86E-06,,,,,,
2684,65527.3,3.96E-06,3.85E-06,,,,,,
2685,65551.8,3.94E-06,3.88E-06,,,,,,
2686,65576.2,3.99E-06,3.90E-06,,,,,,
2687,65600.6,3.98E-06,3.88E-06,,,,,,
2688,65625,3.90E-06,3.85E-06,,,,,,
2689,65649.4,3.93E-06,3.79E-06,,,,,,
2690,65673.8,4.03E-06,3.76E-06,,,,,,
2691,65698.2,4.06E-06,3.76E-06,,,,,,
2692,65722.7,4.09E-06,3.83E-06,,,,,,
2693,65747.1,4.05E-06,3.90E-06,,,,,,
2694,65771.5,4.03E-06,3.88E-06,,,,,,
2695,65795.9,4.02E-06,3.84E-06,,,,,,
2696,65820.3,3.97E-06,3.85E-06,,,,,,
2697,65844.7,3.94E-06,3.84E-06,,,,,,
2698,65869.1,3.92E-06,3.83E-06,,,,,,
2699,65893.6,3.95E-06,3.83E-06,,,,,,
2700,65918,3.96E-06,3.83E-06,,,,,,
2701,65942.4,3.96E-06,3.79E-06,,,,,,
2702,65966.8,3.97E-06,3.78E-06,,,,,,
2703,65991.2,4.04E-06,3.85E-06,,,,,,
2704,66015.6,4.07E-06,3.81E-06,,,,,,
2705,66040,3.96E-06,3.79E-06,,,,,,
2706,66064.5,3.96E-06,3.84E-06,,,,,,
2707,66088.9,4.08E-06,3.82E-06,,,,,,
2708,66113.3,4.13E-06,3.84E-06,,,,,,
2709,66137.7,4.07E-06,3.98E-06,,,,,,
2710,66162.1,4.05E-06,3.99E-06,,,,,,
2711,66186.5,3.98E-06,3.95E-06,,,,,,
2712,66210.9,3.95E-06,3.89E-06,,,,,,
2713,66235.4,4.00E-06,3.89E-06,,,,,,
2714,66259.8,3.95E-06,3.87E-06,,,,,,
2715,66284.2,3.92E-06,3.84E-06,,,,,,
2716,66308.6,3.95E-06,3.88E-06,,,,,,
2717,66333,4.05E-06,3.92E-06,,,,,,
2718,66357.4,4.09E-06,3.96E-06,,,,,,
2719,66381.8,4.09E-06,3.93E-06,,,,,,
2720,66406.3,4.09E-06,3.82E-06,,,,,,
2721,66430.7,4.08E-06,3.83E-06,,,,,,
2722,66455.1,4.03E-06,3.92E-06,,,,,,
2723,66479.5,3.99E-06,3.92E-06,,,,,,
2724,66503.9,4.01E-06,3.88E-06,,,,,,
2725,66528.3,4.00E-06,3.85E-06,,,,,,
2726,66552.7,4.05E-06,3.83E-06,,,,,,
2727,66577.1,4.01E-06,3.85E-06,,,,,,
2728,66601.6,3.93E-06,3.88E-06,,,,,,
2729,66626,3.95E-06,3.91E-06,,,,,,
2730,66650.4,4.00E-06,3.90E-06,,,,,,
2731,66674.8,4.00E-06,3.97E-06,,,,,,
2732,66699.2,4.05E-06,4.04E-06,,,,,,
2733,66723.6,4.13E-06,3.99E-06,,,,,,
2734,66748,4.17E-06,3.92E-06,,,,,,
2735,66772.5,4.08E-06,3.86E-06,,,,,,
2736,66796.9,3.99E-06,3.82E-06,,,,,,
2737,66821.3,3.95E-06,3.89E-06,,,,,,
2738,66845.7,4.00E-06,3.96E-06,,,,,,
2739,66870.1,4.05E-06,3.87E-06,,,,,,
2740,66894.5,3.97E-06,3.89E-06,,,,,,
2741,66918.9,3.90E-06,3.95E-06,,,,,,
2742,66943.4,3.96E-06,3.91E-06,,,,,,
2743,66967.8,4.00E-06,3.91E-06,,,,,,
2744,66992.2,3.90E-06,3.87E-06,,,,,,
2745,67016.6,3.91E-06,3.87E-06,,,,,,
2746,67041,4.00E-06,3.90E-06,,,,,,
2747,67065.4,3.96E-06,3.81E-06,,,,,,
2748,67089.8,4.04E-06,3.85E-06,,,,,,
2749,67114.3,4.10E-06,3.97E-06,,,,,,
2750,67138.7,4.06E-06,3.93E-06,,,,,,
2751,67163.1,4.10E-06,3.87E-06,,,,,,
2752,67187.5,4.06E-06,3.91E-06,,,,,,
2753,67211.9,3.96E-06,3.89E-06,,,,,,
2754,67236.3,3.86E-06,3.89E-06,,,,,,
2755,67260.7,3.88E-06,3.82E-06,,,,,,
2756,67285.2,4.04E-06,3.79E-06,,,,,,
2757,67309.6,4.06E-06,3.83E-06,,,,,,
2758,67334,4.00E-06,3.88E-06,,,,,,
2759,67358.4,4.02E-06,3.89E-06,,,,,,
2760,67382.8,3.97E-06,3.83E-06,,,,,,
2761,67407.2,3.91E-06,3.84E-06,,,,,,
2762,67431.6,3.93E-06,3.85E-06,,,,,,
2763,67456.1,3.88E-06,3.88E-06,,,,,,
2764,67480.5,3.84E-06,3.91E-06,,,,,,
2765,67504.9,3.89E-06,3.96E-06,,,,,,
2766,67529.3,4.00E-06,3.94E-06,,,,,,
2767,67553.7,4.05E-06,3.81E-06,,,,,,
2768,67578.1,4.06E-06,3.72E-06,,,,,,
2769,67602.5,4.06E-06,3.82E-06,,,,,,
2770,67627,3.95E-06,3.87E-06,,,,,,
2771,67651.4,3.96E-06,3.88E-06,,,,,,
2772,67675.8,4.04E-06,3.98E-06,,,,,,
2773,67700.2,3.99E-06,3.91E-06,,,,,,
2774,67724.6,3.95E-06,3.82E-06,,,,,,
2775,67749,4.03E-06,3.85E-06,,,,,,
2776,67773.4,4.12E-06,3.83E-06,,,,,,
2777,67797.9,4.07E-06,3.82E-06,,,,,,
2778,67822.3,3.96E-06,3.79E-06,,,,,,
2779,67846.7,3.91E-06,3.78E-06,,,,,,
2780,67871.1,3.94E-06,3.82E-06,,,,,,
2781,67895.5,4.03E-06,3.88E-06,,,,,,
2782,67919.9,4.08E-06,3.85E-06,,,,,,
2783,67944.3,4.01E-06,3.83E-06,,,,,,
2784,67968.8,3.93E-06,3.88E-06,,,,,,
2785,67993.2,3.86E-06,3.87E-06,,,,,,
2786,68017.6,3.85E-06,3.87E-06,,,,,,
2787,68042,3.98E-06,3.85E-06,,,,,,
2788,68066.4,4.06E-06,3.84E-06,,,,,,
2789,68090.8,4.05E-06,3.85E-06,,,,,,
2790,68115.2,4.07E-06,3.86E-06,,,,,,
2791,68139.6,4.13E-06,3.87E-06,,,,,,
2792,68164.1,4.09E-06,3.94E-06,,,,,,
2793,68188.5,4.06E-06,3.96E-06,,,,,,
2794,68212.9,4.03E-06,3.90E-06,,,,,,
2795,68237.3,3.97E-06,3.85E-06,,,,,,
2796,68261.7,3.93E-06,3.88E-06,,,,,,
2797,68286.1,3.91E-06,3.95E-06,,,,,,
2798,68310.5,3.93E-06,3.95E-06,,,,,,
2799,68335,3.97E-06,3.93E-06,,,,,,
2800,68359.4,4.08E-06,3.90E-06,,,,,,
2801,68383.8,4.17E-06,3.91E-06,,,,,,
2802,68408.2,4.12E-06,3.91E-06,,,,,,
2803,68432.6,4.03E-06,3.82E-06,,,,,,
2804,68457,3.98E-06,3.82E-06,,,,,,
2805,68481.4,4.01E-06,3.82E-06,,,,,,
2806,68505.9,4.03E-06,3.80E-06,,,,,,
2807,68530.3,4.05E-06,3.80E-06,,,,,,
2808,68554.7,4.03E-06,3.89E-06,,,,,,
2809,68579.1,4.00E-06,3.98E-06,,,,,,
2810,68603.5,4.00E-06,3.97E-06,,,,,,
2811,68627.9,3.98E-06,3.89E-06,,,,,,
2812,68652.3,3.90E-06,3.86E-06,,,,,,
2813,68676.8,3.93E-06,3.83E-06,,,,,,
2814,68701.2,4.04E-06,3.82E-06,,,,,,
2815,68725.6,4.07E-06,3.84E-06,,,,,,
2816,68750,4.05E-06,3.87E-06,,,,,,
2817,68774.4,4.03E-06,3.90E-06,,,,,,
2818,68798.8,3.99E-06,3.87E-06,,,,,,
2819,68823.2,3.94E-06,3.81E-06,,,,,,
2820,68847.7,3.98E-06,3.80E-06,,,,,,
2821,68872.1,4.07E-06,3.88E-06,,,,,,
2822,68896.5,4.04E-06,3.96E-06,,,,,,
2823,68920.9,4.00E-06,3.93E-06,,,,,,
2824,68945.3,4.02E-06,3.85E-06,,,,,,
2825,68969.7,4.05E-06,3.83E-06,,,,,,
2826,68994.1,4.05E-06,3.89E-06,,,,,,
2827,69018.6,4.05E-06,3.90E-06,,,,,,
2828,69043,4.07E-06,3.87E-06,,,,,,
2829,69067.4,4.02E-06,3.84E-06,,,,,,
2830,69091.8,3.96E-06,3.85E-06,,,,,,
2831,69116.2,3.94E-06,3.88E-06,,,,,,
2832,69140.6,3.93E-06,3.82E-06,,,,,,
2833,69165,3.92E-06,3.80E-06,,,,,,
2834,69189.5,3.96E-06,3.85E-06,,,,,,
2835,69213.9,3.91E-06,3.87E-06,,,,,,
2836,69238.3,3.96E-06,3.88E-06,,,,,,
2837,69262.7,4.05E-06,3.90E-06,,,,,,
2838,69287.1,4.06E-06,3.94E-06,,,,,,
2839,69311.5,4.02E-06,3.95E-06,,,,,,
2840,69335.9,3.98E-06,3.93E-06,,,,,,
2841,69360.4,3.98E-06,3.84E-06,,,,,,
2842,69384.8,4.05E-06,3.84E-06,,,,,,
2843,69409.2,4.10E-06,3.85E-06,,,,,,
2844,69433.6,4.00E-06,3.86E-06,,,,,,
2845,69458,3.92E-06,3.84E-06,,,,,,
2846,69482.4,4.04E-06,3.85E-06,,,,,,
2847,69506.8,4.10E-06,3.84E-06,,,,,,
2848,69531.3,4.05E-06,3.75E-06,,,,,,
2849,69555.7,4.01E-06,3.76E-06,,,,,,
2850,69580.1,4.01E-06,3.88E-06,,,,,,
2851,69604.5,3.96E-06,3.89E-06,,,,,,
2852,69628.9,3.94E-06,3.82E-06,,,,,,
2853,69653.3,3.99E-06,3.90E-06,,,,,,
2854,69677.7,4.04E-06,3.97E-06,,,,,,
2855,69702.1,4.03E-06,3.89E-06,,,,,,
2856,69726.6,4.06E-06,3.79E-06,,,,,,
2857,69751,3.98E-06,3.81E-06,,,,,,
2858,69775.4,3.88E-06,3.84E-06,,,,,,
2859,69799.8,3.95E-06,3.83E-06,,,,,,
2860,69824.2,4.00E-06,3.83E-06,,,,,,
2861,69848.6,3.96E-06,3.84E-06,,,,,,
2862,69873,3.91E-06,3.81E-06,,,,,,
2863,69897.5,3.87E-06,3.80E-06,,,,,,
2864,69921.9,3.89E-06,3.83E-06,,,,,,
2865,69946.3,3.97E-06,3.83E-06,,,,,,
2866,69970.7,4.00E-06,3.77E-06,,,,,,
2867,69995.1,3.98E-06,3.80E-06,,,,,,
2868,70019.5,3.97E-06,3.88E-06,,,,,,
2869,70043.9,3.99E-06,3.92E-06,,,,,,
2870,70068.4,4.04E-06,3.89E-06,,,,,,
2871,70092.8,4.02E-06,3.87E-06,,,,,,
2872,70117.2,4.04E-06,3.86E-06,,,,,,
2873,70141.6,4.04E-06,3.80E-06,,,,,,
2874,70166,4.01E-06,3.83E-06,,,,,,
2875,70190.4,4.00E-06,3.91E-06,,,,,,
2876,70214.8,4.03E-06,3.91E-06,,,,,,
2877,70239.3,4.01E-06,3.83E-06,,,,,,
2878,70263.7,4.01E-06,3.86E-06,,,,,,
2879,70288.1,3.99E-06,3.98E-06,,,,,,
2880,70312.5,3.96E-06,4.04E-06,,,,,,
2881,70336.9,3.95E-06,3.92E-06,,,,,,
2882,70361.3,3.99E-06,3.85E-06,,,,,,
2883,70385.7,4.02E-06,3.83E-06,,,,,,
2884,70410.2,4.01E-06,3.79E-06,,,,,,
2885,70434.6,4.00E-06,3.79E-06,,,,,,
2886,70459,3.99E-06,3.87E-06,,,,,,
2887,70483.4,3.96E-06,3.94E-06,,,,,,
2888,70507.8,3.97E-06,3.89E-06,,,,,,
2889,70532.2,4.01E-06,3.85E-06,,,,,,
2890,70556.6,4.04E-06,3.87E-06,,,,,,
2891,70581.1,4.02E-06,3.90E-06,,,,,,
2892,70605.5,3.99E-06,3.90E-06,,,,,,
2893,70629.9,4.05E-06,3.87E-06,,,,,,
2894,70654.3,4.04E-06,3.82E-06,,,,,,
2895,70678.7,3.93E-06,3.81E-06,,,,,,
2896,70703.1,3.92E-06,3.88E-06,,,,,,
2897,70727.5,3.97E-06,3.90E-06,,,,,,
2898,70752,4.00E-06,3.92E-06,,,,,,
2899,70776.4,3.96E-06,3.99E-06,,,,,,
2900,70800.8,3.98E-06,3.99E-06,,,,,,
2901,70825.2,4.01E-06,3.92E-06,,,,,,
2902,70849.6,4.00E-06,3.82E-06,,,,,,
2903,70874,3.95E-06,3.83E-06,,,,,,
2904,70898.4,3.94E-06,3.85E-06,,,,,,
2905,70922.9,4.01E-06,3.85E-06,,,,,,
2906,70947.3,4.06E-06,3.86E-06,,,,,,
2907,70971.7,4.07E-06,3.82E-06,,,,,,
2908,70996.1,4.06E-06,3.83E-06,,,,,,
2909,71020.5,4.01E-06,3.92E-06,,,,,,
2910,71044.9,4.04E-06,3.92E-06,,,,,,
2911,71069.3,4.05E-06,3.89E-06,,,,,,
2912,71093.8,4.01E-06,3.87E-06,,,,,,
2913,71118.2,3.98E-06,3.83E-06,,,,,,
2914,71142.6,3.94E-06,3.91E-06,,,,,,
2915,71167,3.97E-06,3.98E-06,,,,,,
2916,71191.4,4.02E-06,3.96E-06,,,,,,
2917,71215.8,4.03E-06,3.85E-06,,,,,,
2918,71240.2,4.06E-06,3.81E-06,,,,,,
2919,71264.6,4.06E-06,3.82E-06,,,,,,
2920,71289.1,4.02E-06,3.84E-06,,,,,,
2921,71313.5,3.95E-06,3.87E-06,,,,,,
2922,71337.9,3.96E-06,3.93E-06,,,,,,
2923,71362.3,4.03E-06,3.94E-06,,,,,,
2924,71386.7,4.02E-06,3.91E-06,,,,,,
2925,71411.1,3.98E-06,3.94E-06,,,,,,
2926,71435.5,3.87E-06,3.89E-06,,,,,,
2927,71460,3.84E-06,3.81E-06,,,,,,
2928,71484.4,3.91E-06,3.83E-06,,,,,,
2929,71508.8,4.01E-06,3.85E-06,,,,,,
2930,71533.2,4.02E-06,3.91E-06,,,,,,
2931,71557.6,4.02E-06,3.95E-06,,,,,,
2932,71582,4.09E-06,3.97E-06,,,,,,
2933,71606.4,4.06E-06,3.97E-06,,,,,,
2934,71630.9,4.03E-06,3.96E-06,,,,,,
2935,71655.3,3.99E-06,3.87E-06,,,,,,
2936,71679.7,3.93E-06,3.70E-06,,,,,,
2937,71704.1,3.94E-06,3.73E-06,,,,,,
2938,71728.5,3.96E-06,3.89E-06,,,,,,
2939,71752.9,3.96E-06,3.90E-06,,,,,,
2940,71777.3,3.98E-06,3.86E-06,,,,,,
2941,71801.8,4.06E-06,3.86E-06,,,,,,
2942,71826.2,4.05E-06,3.79E-06,,,,,,
2943,71850.6,3.95E-06,3.83E-06,,,,,,
2944,71875,3.98E-06,3.93E-06,,,,,,
2945,71899.4,4.03E-06,3.93E-06,,,,,,
2946,71923.8,4.02E-06,3.86E-06,,,,,,
2947,71948.2,3.96E-06,3.79E-06,,,,,,
