frequency(Hz),V/rt(Hz),Title
47.72949219,3.53E-08,AD797 PSD @ 1.5625kHz Span
47.8515625,3.97E-08,AD797 PSD @ 1.5625kHz Span
47.97363281,3.91E-08,AD797 PSD @ 1.5625kHz Span
48.09570313,3.56E-08,AD797 PSD @ 1.5625kHz Span
48.21777344,3.35E-08,AD797 PSD @ 1.5625kHz Span
48.33984375,3.29E-08,AD797 PSD @ 1.5625kHz Span
48.46191406,2.95E-08,AD797 PSD @ 1.5625kHz Span
48.58398438,2.32E-08,AD797 PSD @ 1.5625kHz Span
48.70605469,2.01E-08,AD797 PSD @ 1.5625kHz Span
48.828125,2.22E-08,AD797 PSD @ 1.5625kHz Span
48.95019531,2.44E-08,AD797 PSD @ 1.5625kHz Span
49.07226563,2.63E-08,AD797 PSD @ 1.5625kHz Span
49.19433594,3.02E-08,AD797 PSD @ 1.5625kHz Span
49.31640625,3.12E-08,AD797 PSD @ 1.5625kHz Span
49.43847656,3.32E-08,AD797 PSD @ 1.5625kHz Span
49.56054688,4.30E-08,AD797 PSD @ 1.5625kHz Span
49.68261719,6.29E-08,AD797 PSD @ 1.5625kHz Span
49.8046875,1.14E-07,AD797 PSD @ 1.5625kHz Span
49.92675781,1.76E-07,AD797 PSD @ 1.5625kHz Span
50.04882813,1.85E-07,AD797 PSD @ 1.5625kHz Span
50.17089844,1.26E-07,AD797 PSD @ 1.5625kHz Span
50.29296875,5.78E-08,AD797 PSD @ 1.5625kHz Span
50.41503906,3.15E-08,AD797 PSD @ 1.5625kHz Span
50.53710938,3.00E-08,AD797 PSD @ 1.5625kHz Span
50.65917969,3.07E-08,AD797 PSD @ 1.5625kHz Span
50.78125,2.85E-08,AD797 PSD @ 1.5625kHz Span
50.90332031,2.72E-08,AD797 PSD @ 1.5625kHz Span
51.02539063,3.11E-08,AD797 PSD @ 1.5625kHz Span
51.14746094,3.38E-08,AD797 PSD @ 1.5625kHz Span
51.26953125,3.34E-08,AD797 PSD @ 1.5625kHz Span
51.39160156,3.27E-08,AD797 PSD @ 1.5625kHz Span
