Sample,Frequency(Hz),Amplitude CH1(V/rt(Hz)),Amplitude CH2(V/rt(Hz))
0,1,0.000868434,0.000707051
1,24.4141,0.000868434,0.000707051
2,48.8281,0.000251494,0.000204727
3,73.2422,2.2408e-05,1.74745e-05
4,97.6563,8.12976e-06,4.30295e-06
5,122.07,8.19206e-06,4.24343e-06
6,146.484,8.16661e-06,4.20971e-06
7,170.898,8.08004e-06,4.20964e-06
8,195.313,8.14148e-06,4.15076e-06
9,219.727,8.04086e-06,4.07112e-06
10,244.141,8.01113e-06,4.08539e-06
11,268.555,8.19741e-06,4.1072e-06
12,292.969,8.2222e-06,4.06714e-06
13,317.383,8.1114e-06,4.05206e-06
14,341.797,8.04388e-06,4.04986e-06
15,366.211,7.99654e-06,4.07694e-06
16,390.625,8.00413e-06,4.06293e-06
17,415.039,7.92819e-06,4.07162e-06
18,439.453,7.93073e-06,4.124e-06
19,463.867,8.01684e-06,4.15191e-06
20,488.281,8.08171e-06,4.14517e-06
21,512.695,8.0785e-06,4.13504e-06
22,537.109,8.06627e-06,4.22019e-06
23,561.523,8.12166e-06,4.26143e-06
24,585.938,8.09285e-06,4.12405e-06
25,610.352,8.05514e-06,3.97617e-06
26,634.766,8.14068e-06,4.00824e-06
27,659.18,8.11041e-06,4.09985e-06
28,683.594,7.84194e-06,4.16787e-06
29,708.008,7.81606e-06,4.21751e-06
30,732.422,7.81276e-06,4.14956e-06
31,756.836,7.8746e-06,4.16722e-06
32,781.25,7.8269e-06,4.25251e-06
33,805.664,7.81718e-06,4.30872e-06
34,830.078,8.0093e-06,4.2475e-06
35,854.492,8.12877e-06,4.16402e-06
36,878.906,8.07589e-06,4.15844e-06
37,903.32,8.09356e-06,4.19655e-06
38,927.734,7.99803e-06,4.26929e-06
39,952.148,7.97718e-06,4.28816e-06
40,976.563,8.04551e-06,4.22234e-06
41,1000.98,8.05517e-06,4.21438e-06
42,1025.39,8.16792e-06,4.15992e-06
43,1049.8,8.12199e-06,4.0752e-06
44,1074.22,8.01674e-06,4.08998e-06
45,1098.63,7.99763e-06,4.11961e-06
46,1123.05,8.03796e-06,4.14806e-06
