Sample,Frequency(Hz),Amplitude CH1(V/rt(Hz)),Amplitude CH2(V/rt(Hz))
0,1,0.00711584,0.000700053
1,24.4141,0.00711584,0.000700053
2,48.8281,0.00205973,0.000202616
3,73.2422,0.000172664,1.73437e-05
4,97.6563,2.79671e-05,4.42041e-06
5,122.07,2.74635e-05,4.47192e-06
6,146.484,2.72525e-05,4.47072e-06
7,170.898,2.75887e-05,4.32416e-06
8,195.313,2.7924e-05,4.12266e-06
9,219.727,2.79382e-05,4.0029e-06
10,244.141,2.78315e-05,4.0307e-06
11,268.555,2.78874e-05,4.1251e-06
12,292.969,2.80063e-05,4.21776e-06
13,317.383,2.76689e-05,4.25516e-06
14,341.797,2.74209e-05,4.19313e-06
15,366.211,2.76099e-05,4.15218e-06
16,390.625,2.80052e-05,4.13173e-06
17,415.039,2.84464e-05,4.10475e-06
18,439.453,2.78946e-05,4.17988e-06
19,463.867,2.80685e-05,4.19274e-06
20,488.281,2.80721e-05,4.12801e-06
21,512.695,2.73189e-05,4.14184e-06
22,537.109,2.70289e-05,4.05391e-06
23,561.523,2.72437e-05,3.95161e-06
24,585.938,2.77575e-05,4.05335e-06
25,610.352,2.84625e-05,4.12057e-06
26,634.766,2.85888e-05,4.09131e-06
27,659.18,2.82683e-05,4.1284e-06
28,683.594,2.8043e-05,4.17568e-06
29,708.008,2.78109e-05,4.19037e-06
30,732.422,2.85139e-05,4.18618e-06
31,756.836,2.86383e-05,4.23279e-06
32,781.25,2.78159e-05,4.2971e-06
33,805.664,2.74197e-05,4.31968e-06
34,830.078,2.71142e-05,4.27345e-06
35,854.492,2.73581e-05,4.20198e-06
36,878.906,2.77805e-05,4.15834e-06
37,903.32,2.79791e-05,4.15419e-06
38,927.734,2.7626e-05,4.23528e-06
39,952.148,2.74545e-05,4.21035e-06
40,976.563,2.77778e-05,4.17379e-06
41,1000.98,2.77454e-05,4.23081e-06
42,1025.39,2.74558e-05,4.25413e-06
43,1049.8,2.73146e-05,4.25296e-06
44,1074.22,2.73981e-05,4.21388e-06
45,1098.63,2.76866e-05,4.17179e-06
46,1123.05,2.76622e-05,4.1059e-06
47,1147.46,2.73543e-05,4.10655e-06
48,1171.88,2.7744e-05,4.14663e-06
49,1196.29,2.83504e-05,4.08382e-06
50,1220.7,2.82934e-05,4.00954e-06
51,1245.12,2.77682e-05,3.99894e-06
52,1269.53,2.76324e-05,3.95571e-06
53,1293.95,2.79051e-05,3.91969e-06
54,1318.36,2.79961e-05,3.9298e-06
55,1342.77,2.76706e-05,3.97383e-06
56,1367.19,2.73729e-05,4.08168e-06
57,1391.6,2.775e-05,4.23707e-06
58,1416.02,2.80954e-05,4.21092e-06
59,1440.43,2.80211e-05,4.04566e-06
60,1464.84,2.81358e-05,4.00082e-06
61,1489.26,2.79522e-05,4.04392e-06
62,1513.67,2.77981e-05,4.03718e-06
63,1538.09,2.78264e-05,3.95057e-06
64,1562.5,2.76563e-05,3.89783e-06
65,1586.91,2.72704e-05,4.01984e-06
66,1611.33,2.72741e-05,4.09903e-06
67,1635.74,2.75721e-05,4.06847e-06
68,1660.16,2.7894e-05,4.06398e-06
69,1684.57,2.7967e-05,4.02572e-06
70,1708.98,2.81137e-05,3.99701e-06
71,1733.4,2.80018e-05,4.03327e-06
72,1757.81,2.80111e-05,3.9782e-06
73,1782.23,2.83165e-05,3.91557e-06
74,1806.64,2.83763e-05,3.87024e-06
75,1831.05,2.83617e-05,3.87849e-06
76,1855.47,2.79352e-05,3.92458e-06
77,1879.88,2.75377e-05,4.03758e-06
78,1904.3,2.86117e-05,4.12496e-06
79,1928.71,2.86026e-05,4.17446e-06
80,1953.13,2.7432e-05,4.13161e-06
81,1977.54,2.75011e-05,4.04659e-06
82,2001.95,2.8304e-05,3.98234e-06
83,2026.37,2.84678e-05,3.96294e-06
84,2050.78,2.82911e-05,3.95295e-06
85,2075.2,2.83206e-05,3.97532e-06
86,2099.61,2.79846e-05,4.06578e-06
87,2124.02,2.77834e-05,4.10979e-06
88,2148.44,2.79325e-05,4.08628e-06
89,2172.85,2.81312e-05,3.94939e-06
90,2197.27,2.79848e-05,3.8947e-06
91,2221.68,2.75694e-05,3.9932e-06
92,2246.09,2.72157e-05,4.03591e-06
93,2270.51,2.69981e-05,3.99962e-06
94,2294.92,2.71427e-05,3.92776e-06
95,2319.34,2.74813e-05,3.93328e-06
96,2343.75,2.79606e-05,3.98972e-06
97,2368.16,2.79202e-05,3.95454e-06
98,2392.58,2.72869e-05,3.94344e-06
99,2416.99,2.73242e-05,4.01966e-06
100,2441.41,2.79199e-05,4.07768e-06
101,2465.82,2.81145e-05,4.03087e-06
102,2490.23,2.78473e-05,3.92174e-06
103,2514.65,2.79865e-05,3.82017e-06
104,2539.06,2.81918e-05,3.90397e-06
105,2563.48,2.8202e-05,3.97631e-06
106,2587.89,2.79453e-05,3.93552e-06
107,2612.3,2.75959e-05,3.87423e-06
108,2636.72,2.74456e-05,3.85328e-06
109,2661.13,2.72812e-05,3.84443e-06
110,2685.55,2.69445e-05,3.87499e-06
111,2709.96,2.72862e-05,3.9087e-06
112,2734.38,2.75426e-05,3.99459e-06
113,2758.79,2.78791e-05,4.07253e-06
114,2783.2,2.75137e-05,4.03381e-06
115,2807.62,2.69468e-05,3.92278e-06
116,2832.03,2.68538e-05,3.94791e-06
117,2856.45,2.74968e-05,4.01931e-06
118,2880.86,2.79877e-05,3.94923e-06
119,2905.27,2.77764e-05,3.9116e-06
120,2929.69,2.76612e-05,3.91537e-06
121,2954.1,2.77603e-05,3.86905e-06
122,2978.52,2.80555e-05,3.90927e-06
123,3002.93,2.84955e-05,3.99496e-06
124,3027.34,2.82241e-05,4.02799e-06
125,3051.76,2.76295e-05,3.97979e-06
126,3076.17,2.73949e-05,3.86428e-06
127,3100.59,2.80101e-05,3.84521e-06
128,3125,2.82688e-05,3.97141e-06
129,3149.41,2.84435e-05,4.02535e-06
130,3173.83,2.86321e-05,3.99412e-06
131,3198.24,2.86243e-05,3.96561e-06
