frequency(Hz),V/rt(Hz),Title
12.63427734,7.14E-09,SR1 PSD @ 1.5625 kHz Span
12.6953125,7.66E-09,SR1 PSD @ 1.5625 kHz Span
12.75634766,8.29E-09,SR1 PSD @ 1.5625 kHz Span
12.81738281,8.34E-09,SR1 PSD @ 1.5625 kHz Span
12.87841797,7.71E-09,SR1 PSD @ 1.5625 kHz Span
12.93945313,7.23E-09,SR1 PSD @ 1.5625 kHz Span
13.00048828,7.25E-09,SR1 PSD @ 1.5625 kHz Span
13.06152344,7.60E-09,SR1 PSD @ 1.5625 kHz Span
13.12255859,7.72E-09,SR1 PSD @ 1.5625 kHz Span
13.18359375,7.50E-09,SR1 PSD @ 1.5625 kHz Span
13.24462891,7.23E-09,SR1 PSD @ 1.5625 kHz Span
13.30566406,7.18E-09,SR1 PSD @ 1.5625 kHz Span
13.36669922,7.23E-09,SR1 PSD @ 1.5625 kHz Span
13.42773438,7.30E-09,SR1 PSD @ 1.5625 kHz Span
13.48876953,7.57E-09,SR1 PSD @ 1.5625 kHz Span
13.54980469,7.70E-09,SR1 PSD @ 1.5625 kHz Span
13.61083984,7.66E-09,SR1 PSD @ 1.5625 kHz Span
13.671875,7.47E-09,SR1 PSD @ 1.5625 kHz Span
13.73291016,7.08E-09,SR1 PSD @ 1.5625 kHz Span
13.79394531,7.19E-09,SR1 PSD @ 1.5625 kHz Span
13.85498047,7.54E-09,SR1 PSD @ 1.5625 kHz Span
13.91601563,7.41E-09,SR1 PSD @ 1.5625 kHz Span
13.97705078,7.05E-09,SR1 PSD @ 1.5625 kHz Span
14.03808594,6.80E-09,SR1 PSD @ 1.5625 kHz Span
14.09912109,7.53E-09,SR1 PSD @ 1.5625 kHz Span
14.16015625,8.89E-09,SR1 PSD @ 1.5625 kHz Span
14.22119141,9.38E-09,SR1 PSD @ 1.5625 kHz Span
14.28222656,8.70E-09,SR1 PSD @ 1.5625 kHz Span
14.34326172,7.91E-09,SR1 PSD @ 1.5625 kHz Span
14.40429688,7.34E-09,SR1 PSD @ 1.5625 kHz Span
14.46533203,6.73E-09,SR1 PSD @ 1.5625 kHz Span
14.52636719,6.78E-09,SR1 PSD @ 1.5625 kHz Span
14.58740234,7.89E-09,SR1 PSD @ 1.5625 kHz Span
14.6484375,9.03E-09,SR1 PSD @ 1.5625 kHz Span
14.70947266,8.83E-09,SR1 PSD @ 1.5625 kHz Span
14.77050781,8.17E-09,SR1 PSD @ 1.5625 kHz Span
14.83154297,8.02E-09,SR1 PSD @ 1.5625 kHz Span
14.89257813,7.70E-09,SR1 PSD @ 1.5625 kHz Span
14.95361328,7.43E-09,SR1 PSD @ 1.5625 kHz Span
15.01464844,7.29E-09,SR1 PSD @ 1.5625 kHz Span
15.07568359,6.94E-09,SR1 PSD @ 1.5625 kHz Span
15.13671875,7.16E-09,SR1 PSD @ 1.5625 kHz Span
15.19775391,7.52E-09,SR1 PSD @ 1.5625 kHz Span
15.25878906,7.02E-09,SR1 PSD @ 1.5625 kHz Span
15.31982422,6.48E-09,SR1 PSD @ 1.5625 kHz Span
