;Scopy version,f4beeb1
;Exported on,Monday October 14/10/2024
;Device,M2K
;Nr of samples,4096
;Sample rate,0
;Tool,Spectrum Analyzer
;Additional Information,Exponential RMS,Blackman-Harris,100,Exponential RMS,Blackman-Harris,100,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz)
0,1,0.00707397,0.00109783
1,24.4141,0.00707397,0.00109783
2,48.8281,0.00205437,0.000318103
3,73.2422,0.000181985,2.72786e-05
4,97.6563,4.77995e-05,6.39961e-06
5,122.07,4.77984e-05,6.4952e-06
6,146.484,4.77213e-05,6.35145e-06
7,170.898,4.68274e-05,6.18268e-06
8,195.313,4.62158e-05,6.08501e-06
9,219.727,4.67806e-05,6.14308e-06
10,244.141,4.68447e-05,6.10627e-06
11,268.555,4.41542e-05,5.9832e-06
12,292.969,4.39531e-05,6.03132e-06
13,317.383,4.55773e-05,6.15456e-06
14,341.797,4.48867e-05,5.97168e-06
15,366.211,4.30953e-05,5.60767e-06
16,390.625,4.20921e-05,5.24092e-06
17,415.039,4.41805e-05,5.17064e-06
18,439.453,4.43518e-05,5.34468e-06
19,463.867,4.22903e-05,5.5064e-06
20,488.281,4.24587e-05,5.42541e-06
21,512.695,4.45753e-05,5.10697e-06
22,537.109,4.5783e-05,5.05887e-06
23,561.523,4.58658e-05,5.32483e-06
24,585.938,4.63342e-05,5.26931e-06
25,610.352,4.64968e-05,4.96661e-06
26,634.766,4.48627e-05,4.75659e-06
27,659.18,4.3334e-05,4.83263e-06
28,683.594,4.5518e-05,4.94985e-06
29,708.008,4.53163e-05,4.94045e-06
30,732.422,4.52225e-05,4.95508e-06
31,756.836,4.76097e-05,5.09717e-06
32,781.25,4.87207e-05,5.016e-06
33,805.664,4.92729e-05,4.85014e-06
34,830.078,4.95521e-05,5.20107e-06
35,854.492,4.82364e-05,5.5724e-06
36,878.906,4.65125e-05,5.41369e-06
37,903.32,4.75622e-05,5.15887e-06
38,927.734,4.69001e-05,5.11359e-06
39,952.148,4.44071e-05,5.13927e-06
40,976.563,4.41371e-05,4.88874e-06
41,1000.98,4.37987e-05,4.84648e-06
42,1025.39,4.36447e-05,5.1788e-06
43,1049.8,4.41856e-05,5.03654e-06
44,1074.22,4.64642e-05,4.8777e-06
45,1098.63,4.73311e-05,5.07828e-06
46,1123.05,4.72803e-05,5.02556e-06
47,1147.46,4.74984e-05,4.77281e-06
48,1171.88,4.66279e-05,4.78984e-06
49,1196.29,4.43259e-05,5.07544e-06
50,1220.7,4.37802e-05,5.13466e-06
51,1245.12,4.56672e-05,5.16908e-06
52,1269.53,4.66855e-05,5.14114e-06
53,1293.95,4.47919e-05,4.9635e-06
54,1318.36,4.44106e-05,4.99706e-06
55,1342.77,4.54125e-05,5.09594e-06
56,1367.19,4.63231e-05,5.04719e-06
57,1391.6,4.62987e-05,5.06254e-06
58,1416.02,4.53091e-05,4.96115e-06
59,1440.43,4.29997e-05,4.79124e-06
60,1464.84,4.09815e-05,4.78471e-06
61,1489.26,4.29291e-05,4.91917e-06
62,1513.67,4.39556e-05,5.10512e-06
63,1538.09,4.32066e-05,5.11704e-06
64,1562.5,4.39534e-05,5.07639e-06
65,1586.91,4.5031e-05,4.99294e-06
66,1611.33,4.47481e-05,4.80401e-06
67,1635.74,4.54894e-05,4.80875e-06
68,1660.16,4.60417e-05,4.8205e-06
69,1684.57,4.5556e-05,4.60446e-06
70,1708.98,4.29973e-05,4.60564e-06
71,1733.4,4.19888e-05,4.98069e-06
72,1757.81,4.22237e-05,4.94367e-06
73,1782.23,4.17634e-05,4.52941e-06
74,1806.64,4.22774e-05,4.5336e-06
75,1831.05,4.21882e-05,4.90233e-06
76,1855.47,4.15044e-05,5.17068e-06
77,1879.88,4.21445e-05,5.20241e-06
78,1904.3,4.25872e-05,5.28986e-06
79,1928.71,4.25746e-05,5.55525e-06
80,1953.13,4.23298e-05,5.82581e-06
81,1977.54,4.34281e-05,5.8766e-06
82,2001.95,4.37106e-05,6.15458e-06
83,2026.37,4.40193e-05,6.73777e-06
84,2050.78,4.50518e-05,7.28669e-06
85,2075.2,4.32544e-05,7.8819e-06
86,2099.61,4.20008e-05,8.57061e-06
87,2124.02,4.24134e-05,9.41997e-06
88,2148.44,4.18461e-05,1.07591e-05
89,2172.85,4.21751e-05,1.09814e-05
90,2197.27,4.52283e-05,1.07982e-05
91,2221.68,4.66823e-05,1.0815e-05
92,2246.09,4.64032e-05,1.02652e-05
93,2270.51,4.60146e-05,9.49515e-06
94,2294.92,4.50458e-05,8.21373e-06
95,2319.34,4.59347e-05,7.23682e-06
96,2343.75,4.51041e-05,7.01538e-06
97,2368.16,4.51761e-05,6.13045e-06
98,2392.58,4.58579e-05,5.27086e-06
99,2416.99,4.45404e-05,4.84764e-06
100,2441.41,4.38087e-05,4.93446e-06
101,2465.82,4.39959e-05,5.25599e-06
102,2490.23,4.32724e-05,5.46849e-06
103,2514.65,4.05969e-05,5.33571e-06
104,2539.06,3.95741e-05,4.9556e-06
105,2563.48,4.02576e-05,4.54204e-06
106,2587.89,4.30566e-05,4.53103e-06
107,2612.3,4.27055e-05,4.55983e-06
108,2636.72,4.24711e-05,4.66947e-06
109,2661.13,4.25669e-05,4.80233e-06
110,2685.55,4.12736e-05,4.75083e-06
111,2709.96,4.15381e-05,5.02236e-06
112,2734.38,4.30129e-05,5.03312e-06
113,2758.79,4.35953e-05,4.87233e-06
114,2783.2,4.28893e-05,4.8665e-06
115,2807.62,4.29492e-05,5.00555e-06
116,2832.03,4.34586e-05,4.94837e-06
117,2856.45,4.54594e-05,4.84092e-06
118,2880.86,4.59516e-05,4.93974e-06
119,2905.27,4.59615e-05,4.80137e-06
120,2929.69,4.46312e-05,4.71027e-06
121,2954.1,4.40058e-05,4.89654e-06
122,2978.52,4.43972e-05,5.03427e-06
123,3002.93,4.28504e-05,5.03935e-06
124,3027.34,4.14452e-05,5.2401e-06
125,3051.76,4.34458e-05,5.32535e-06
126,3076.17,4.3148e-05,5.11462e-06
127,3100.59,4.20246e-05,4.83156e-06
128,3125,4.40921e-05,4.61492e-06
129,3149.41,4.41204e-05,4.56092e-06
130,3173.83,4.33475e-05,4.72721e-06
131,3198.24,4.24383e-05,4.96198e-06
132,3222.66,4.27664e-05,4.91998e-06
133,3247.07,4.28979e-05,4.7479e-06
134,3271.48,4.30626e-05,4.99098e-06
135,3295.9,4.32712e-05,5.14065e-06
136,3320.31,4.24071e-05,5.1039e-06
137,3344.73,4.11814e-05,4.8889e-06
138,3369.14,3.93999e-05,4.68039e-06
139,3393.55,4.0767e-05,4.76017e-06
140,3417.97,4.17422e-05,5.06466e-06
141,3442.38,4.11686e-05,5.08687e-06
142,3466.8,4.14868e-05,5.00675e-06
143,3491.21,4.43021e-05,5.02347e-06
144,3515.63,4.39756e-05,5.05562e-06
145,3540.04,4.24617e-05,4.9074e-06
146,3564.45,4.33846e-05,4.71441e-06
147,3588.87,4.49987e-05,4.76333e-06
148,3613.28,4.50832e-05,4.73311e-06
149,3637.7,4.44591e-05,4.59066e-06
150,3662.11,4.27819e-05,4.38516e-06
151,3686.52,4.32235e-05,4.48512e-06
152,3710.94,4.32292e-05,4.80442e-06
153,3735.35,4.11944e-05,4.84511e-06
154,3759.77,4.14702e-05,4.98747e-06
155,3784.18,4.24878e-05,5.04878e-06
156,3808.59,4.36706e-05,4.93791e-06
157,3833.01,4.38305e-05,4.8048e-06
158,3857.42,4.33321e-05,4.79964e-06
159,3881.84,4.33531e-05,4.69377e-06
160,3906.25,4.54889e-05,4.71988e-06
161,3930.66,4.39267e-05,4.88669e-06
162,3955.08,4.17115e-05,5.03152e-06
163,3979.49,4.36297e-05,5.26617e-06
164,4003.91,4.42619e-05,5.35794e-06
165,4028.32,4.2056e-05,5.03715e-06
166,4052.73,4.17829e-05,4.99866e-06
167,4077.15,4.15546e-05,5.16339e-06
168,4101.56,4.39251e-05,5.13281e-06
169,4125.98,4.72315e-05,4.94915e-06
170,4150.39,4.6753e-05,4.84531e-06
171,4174.8,4.45856e-05,5.07094e-06
172,4199.22,4.25212e-05,5.24362e-06
173,4223.63,4.20475e-05,5.1934e-06
174,4248.05,4.35529e-05,5.16732e-06
175,4272.46,4.43199e-05,5.21829e-06
176,4296.88,4.36184e-05,5.21472e-06
177,4321.29,4.34378e-05,5.09511e-06
178,4345.7,4.435e-05,5.09768e-06
179,4370.12,4.34718e-05,5.21062e-06
