;Scopy version,f4beeb1
;Exported on,Monday October 14/10/2024
;Device,M2K
;Nr of samples,4096
;Sample rate,0
;Tool,Spectrum Analyzer
;Additional Information,Exponential RMS,Blackman-Harris,100,Exponential RMS,Blackman-Harris,100,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz)
0,1,0.00776203,0.00861083
1,24.4141,0.00776203,0.00861083
2,48.8281,0.00225053,0.00396091
3,73.2422,0.000195903,0.0028453
4,97.6563,5.13693e-05,0.002771
5,122.07,5.20638e-05,0.00271848
6,146.484,4.76381e-05,0.00264506
7,170.898,4.49421e-05,0.00259003
8,195.313,4.50636e-05,0.00260831
9,219.727,4.65651e-05,0.00262311
10,244.141,4.96537e-05,0.00260237
11,268.555,4.95656e-05,0.00253568
12,292.969,4.77401e-05,0.00248513
13,317.383,4.57002e-05,0.00246409
14,341.797,4.7099e-05,0.0025186
15,366.211,4.76756e-05,0.00263536
16,390.625,4.62109e-05,0.00266084
17,415.039,4.63345e-05,0.00263689
18,439.453,4.62485e-05,0.00250701
19,463.867,4.5691e-05,0.00253935
20,488.281,4.70122e-05,0.00271617
21,512.695,5.01791e-05,0.00274329
22,537.109,5.06352e-05,0.00274704
23,561.523,4.89638e-05,0.00267365
24,585.938,4.79925e-05,0.00261864
25,610.352,4.69997e-05,0.0026276
26,634.766,4.61491e-05,0.00262661
27,659.18,4.7872e-05,0.00263274
28,683.594,4.80334e-05,0.00272214
29,708.008,4.62488e-05,0.00280187
30,732.422,4.69891e-05,0.00275106
31,756.836,4.79819e-05,0.00272598
32,781.25,4.92981e-05,0.00272815
33,805.664,5.10264e-05,0.0027561
34,830.078,5.09555e-05,0.00277756
35,854.492,5.07804e-05,0.00262666
36,878.906,5.09551e-05,0.00272566
37,903.32,4.97299e-05,0.00271748
38,927.734,4.85263e-05,0.00263992
39,952.148,4.8268e-05,0.00256831
40,976.563,4.75202e-05,0.00250993
41,1000.98,4.81479e-05,0.00255566
42,1025.39,5.14173e-05,0.00264635
43,1049.8,5.19618e-05,0.00266438
44,1074.22,4.74749e-05,0.00252907
45,1098.63,4.38737e-05,0.00250925
46,1123.05,4.41251e-05,0.00254637
47,1147.46,4.53795e-05,0.00255945
48,1171.88,4.51011e-05,0.00266951
49,1196.29,4.45e-05,0.00275916
50,1220.7,4.54529e-05,0.00269311
51,1245.12,4.74265e-05,0.00258444
52,1269.53,4.6872e-05,0.00248842
53,1293.95,4.51992e-05,0.00254975
54,1318.36,4.46945e-05,0.00257262
55,1342.77,4.55499e-05,0.00246234
56,1367.19,4.60352e-05,0.00239446
57,1391.6,4.73114e-05,0.00247622
58,1416.02,4.95526e-05,0.00252167
59,1440.43,4.94966e-05,0.0026014
60,1464.84,4.83962e-05,0.00267028
61,1489.26,4.74628e-05,0.00263796
62,1513.67,4.64842e-05,0.00263532
63,1538.09,4.57763e-05,0.00267542
64,1562.5,4.55618e-05,0.00264143
65,1586.91,4.75969e-05,0.00261033
66,1611.33,4.76743e-05,0.00261416
67,1635.74,4.45413e-05,0.00261114
68,1660.16,4.38854e-05,0.00258823
69,1684.57,4.55163e-05,0.0024293
70,1708.98,4.5122e-05,0.00236184
71,1733.4,4.49424e-05,0.00258544
72,1757.81,4.64833e-05,0.0027151
73,1782.23,4.69369e-05,0.00264976
74,1806.64,4.80554e-05,0.00259437
75,1831.05,4.8948e-05,0.00253835
76,1855.47,4.74518e-05,0.00245773
77,1879.88,4.75493e-05,0.0025001
78,1904.3,4.749e-05,0.00261521
79,1928.71,4.59989e-05,0.0026422
80,1953.13,4.82829e-05,0.00267596
81,1977.54,4.96058e-05,0.00291004
82,2001.95,4.90458e-05,0.00327012
83,2026.37,4.90075e-05,0.00344731
84,2050.78,4.97501e-05,0.00369783
85,2075.2,5.37643e-05,0.00423941
86,2099.61,5.74424e-05,0.0047094
87,2124.02,6.31619e-05,0.0053315
88,2148.44,6.81967e-05,0.00611271
89,2172.85,7.19783e-05,0.00668538
90,2197.27,7.51942e-05,0.00720861
91,2221.68,7.79097e-05,0.00768974
92,2246.09,8.42183e-05,0.00827763
93,2270.51,9.04183e-05,0.0093074
94,2294.92,9.53237e-05,0.0104294
95,2319.34,0.000105568,0.0116048
96,2343.75,0.000111688,0.0119961
97,2368.16,0.000107261,0.0114787
98,2392.58,0.000100659,0.0109345
99,2416.99,9.33692e-05,0.00985532
100,2441.41,8.46419e-05,0.00848641
101,2465.82,7.54015e-05,0.00728461
102,2490.23,6.6399e-05,0.00592198
103,2514.65,5.82499e-05,0.00453047
104,2539.06,5.31925e-05,0.00371245
105,2563.48,5.06764e-05,0.00340424
106,2587.89,4.87249e-05,0.00318587
107,2612.3,4.83336e-05,0.00292333
108,2636.72,4.76804e-05,0.00284069
109,2661.13,4.62694e-05,0.00288282
110,2685.55,4.49902e-05,0.00281776
111,2709.96,4.32446e-05,0.00265035
112,2734.38,4.48938e-05,0.00258028
113,2758.79,4.62697e-05,0.00258827
114,2783.2,4.54907e-05,0.00255634
115,2807.62,4.71545e-05,0.00259524
116,2832.03,4.81565e-05,0.00267878
117,2856.45,4.68533e-05,0.00271152
118,2880.86,4.61955e-05,0.00262608
119,2905.27,4.57086e-05,0.0025727
120,2929.69,4.52491e-05,0.002465
121,2954.1,4.62104e-05,0.00239563
122,2978.52,4.63976e-05,0.00241441
123,3002.93,4.6421e-05,0.00245983
124,3027.34,4.73362e-05,0.00239524
125,3051.76,4.76186e-05,0.00239443
126,3076.17,5.01583e-05,0.0025205
127,3100.59,5.20647e-05,0.00266056
128,3125,4.98074e-05,0.00265399
129,3149.41,4.73457e-05,0.00247935
130,3173.83,4.55336e-05,0.00238972
131,3198.24,4.49978e-05,0.00239419
132,3222.66,4.65192e-05,0.00240574
133,3247.07,4.92118e-05,0.00244405
134,3271.48,4.92805e-05,0.00244043
135,3295.9,4.69088e-05,0.00246168
136,3320.31,4.57987e-05,0.00240301
137,3344.73,4.6605e-05,0.00234521
138,3369.14,4.58631e-05,0.00238687
139,3393.55,4.49753e-05,0.00238247
140,3417.97,4.51566e-05,0.00242862
141,3442.38,4.57173e-05,0.00251635
142,3466.8,4.66732e-05,0.00257355
143,3491.21,4.70483e-05,0.00256368
144,3515.63,4.85082e-05,0.00251189
145,3540.04,4.89838e-05,0.00245753
146,3564.45,4.85525e-05,0.0025147
147,3588.87,4.99566e-05,0.00264718
148,3613.28,4.93764e-05,0.00266642
149,3637.7,4.93549e-05,0.00257103
150,3662.11,5.24475e-05,0.00254813
151,3686.52,5.31836e-05,0.0025357
152,3710.94,5.19457e-05,0.00254077
153,3735.35,5.02338e-05,0.00260218
154,3759.77,4.86583e-05,0.00261745
155,3784.18,4.61975e-05,0.002552
156,3808.59,4.76423e-05,0.00259869
157,3833.01,4.87409e-05,0.00253917
158,3857.42,4.79376e-05,0.00233783
159,3881.84,4.81232e-05,0.00232617
160,3906.25,4.94482e-05,0.00246518
161,3930.66,4.9561e-05,0.00247064
162,3955.08,4.86482e-05,0.00249778
163,3979.49,4.75888e-05,0.00260863
164,4003.91,4.55725e-05,0.00265526
165,4028.32,4.5233e-05,0.00260681
166,4052.73,4.61165e-05,0.00264856
167,4077.15,4.62422e-05,0.00265102
168,4101.56,4.77686e-05,0.00262952
169,4125.98,4.95089e-05,0.00254583
170,4150.39,5.06012e-05,0.00245591
171,4174.8,5.0391e-05,0.00236702
172,4199.22,4.99893e-05,0.00240825
173,4223.63,5.0101e-05,0.00257736
174,4248.05,4.84225e-05,0.0026405
175,4272.46,4.72372e-05,0.0025601
176,4296.88,4.69064e-05,0.00255464
177,4321.29,4.5957e-05,0.00267527
178,4345.7,4.70392e-05,0.00261038
179,4370.12,4.88991e-05,0.00239337
180,4394.53,4.87936e-05,0.00237921
181,4418.95,4.84004e-05,0.00238932
182,4443.36,4.77871e-05,0.00244845
183,4467.77,4.8282e-05,0.00254261
184,4492.19,4.87908e-05,0.00262022
185,4516.6,4.82167e-05,0.00262708
186,4541.02,4.71157e-05,0.0025836
187,4565.43,4.60405e-05,0.00255694
188,4589.84,4.63363e-05,0.00249254
189,4614.26,4.75864e-05,0.00244541
190,4638.67,4.88799e-05,0.00250841
191,4663.09,4.9906e-05,0.00260877
192,4687.5,4.95963e-05,0.00260708
193,4711.91,4.80333e-05,0.00256534
194,4736.33,4.73075e-05,0.00265136
195,4760.74,4.95139e-05,0.00268101
196,4785.16,5.04794e-05,0.00261881
197,4809.57,4.69589e-05,0.0024872
198,4833.98,4.57336e-05,0.00242927
199,4858.4,4.81361e-05,0.00249939
200,4882.81,5.00997e-05,0.00251934
201,4907.23,4.84431e-05,0.00252215
202,4931.64,4.72355e-05,0.00267051
203,4956.05,4.61633e-05,0.00269008
204,4980.47,4.46117e-05,0.00266012
205,5004.88,4.43124e-05,0.00272177
206,5029.3,4.3735e-05,0.00259747
207,5053.71,4.55625e-05,0.00250735
208,5078.13,4.84381e-05,0.00255899
209,5102.54,5.05253e-05,0.0025656
210,5126.95,4.95629e-05,0.00247826
211,5151.37,4.64944e-05,0.00246387
212,5175.78,4.6101e-05,0.00252884
213,5200.2,4.92068e-05,0.00251276
214,5224.61,5.00321e-05,0.00250681
215,5249.02,4.83086e-05,0.00251777
216,5273.44,4.63693e-05,0.00265139
217,5297.85,4.65481e-05,0.00264861
218,5322.27,4.86023e-05,0.00254743
219,5346.68,4.99282e-05,0.0025579
220,5371.09,4.93509e-05,0.00253339
221,5395.51,4.94472e-05,0.00246789
222,5419.92,4.8826e-05,0.00238592
223,5444.34,4.8751e-05,0.0024708
224,5468.75,5.02656e-05,0.00265745
225,5493.16,5.0459e-05,0.00261875
226,5517.58,4.73594e-05,0.00245257
227,5541.99,4.73027e-05,0.00245554
228,5566.41,4.93611e-05,0.00262269
229,5590.82,5.04208e-05,0.00269203
230,5615.23,5.0343e-05,0.00257989
231,5639.65,4.92806e-05,0.00252455
232,5664.06,5.07848e-05,0.00258917
233,5688.48,5.26838e-05,0.00260783
234,5712.89,5.08947e-05,0.00258162
235,5737.3,4.8782e-05,0.00252563
236,5761.72,4.74501e-05,0.0025707
237,5786.13,4.8219e-05,0.00265674
238,5810.55,5.03967e-05,0.00261093
239,5834.96,4.86358e-05,0.00256513
240,5859.38,4.64325e-05,0.00251923
241,5883.79,4.61892e-05,0.00246454
242,5908.2,4.73657e-05,0.00251183
243,5932.62,4.74675e-05,0.00245314
244,5957.03,4.64874e-05,0.00241699
245,5981.45,4.64408e-05,0.00265549
246,6005.86,4.82444e-05,0.00277799
247,6030.27,4.9011e-05,0.00265247
248,6054.69,4.77359e-05,0.00258411
249,6079.1,4.5906e-05,0.00252166
250,6103.52,4.74184e-05,0.00255435
251,6127.93,4.89824e-05,0.00249378
252,6152.34,4.89575e-05,0.00245694
253,6176.76,4.8519e-05,0.00250636
254,6201.17,4.97544e-05,0.00248976
255,6225.59,5.17823e-05,0.00253888
256,6250,5.19669e-05,0.00270824
257,6274.41,4.78439e-05,0.00270479
258,6298.83,4.53368e-05,0.00257159
259,6323.24,4.92999e-05,0.00254881
260,6347.66,5.04544e-05,0.00267745
261,6372.07,4.85673e-05,0.00268661
262,6396.48,4.70317e-05,0.00257292
263,6420.9,4.76444e-05,0.00250546
264,6445.31,4.83213e-05,0.00255439
265,6469.73,4.96971e-05,0.00267287
266,6494.14,4.94785e-05,0.00274011
267,6518.55,4.70442e-05,0.00264404
268,6542.97,4.51756e-05,0.00253551
269,6567.38,4.56915e-05,0.00245255
270,6591.8,4.70117e-05,0.00246365
271,6616.21,4.6939e-05,0.0023981
272,6640.63,4.75376e-05,0.00224297
273,6665.04,4.8135e-05,0.00220809
274,6689.45,4.70387e-05,0.00222348
275,6713.87,4.73449e-05,0.00247442
276,6738.28,4.854e-05,0.00267334
277,6762.7,4.86283e-05,0.00262878
278,6787.11,4.83865e-05,0.00252093
279,6811.52,4.80622e-05,0.00245404
280,6835.94,4.76526e-05,0.00246026
281,6860.35,4.67586e-05,0.00248559
282,6884.77,4.76675e-05,0.00253259
283,6909.18,4.97792e-05,0.0025851
284,6933.59,4.79952e-05,0.00261368
285,6958.01,4.76979e-05,0.00259926
286,6982.42,4.9492e-05,0.00271732
287,7006.84,4.86873e-05,0.00276243
288,7031.25,4.70119e-05,0.00262487
289,7055.66,4.6695e-05,0.00253209
290,7080.08,4.78841e-05,0.00251778
291,7104.49,4.81945e-05,0.00249044
292,7128.91,4.88679e-05,0.00245863
293,7153.32,5.00836e-05,0.00242983
294,7177.73,5.02993e-05,0.00239156
295,7202.15,4.82131e-05,0.00237423
296,7226.56,4.6911e-05,0.00252383
297,7250.98,4.92861e-05,0.00264669
298,7275.39,5.01175e-05,0.00253225
299,7299.8,4.90706e-05,0.00245255
300,7324.22,4.88621e-05,0.00247755
301,7348.63,4.92116e-05,0.00241444
302,7373.05,4.89741e-05,0.00240723
303,7397.46,4.90228e-05,0.00253698
304,7421.88,4.77013e-05,0.00253968
305,7446.29,4.73187e-05,0.00249296
306,7470.7,4.94365e-05,0.00261589
307,7495.12,5.25726e-05,0.00269999
308,7519.53,5.03179e-05,0.00248063
309,7543.95,4.71542e-05,0.0022884
310,7568.36,4.64355e-05,0.00225487
311,7592.77,4.63126e-05,0.00234337
312,7617.19,4.54652e-05,0.00244145
313,7641.6,4.73422e-05,0.00254697
314,7666.02,4.85067e-05,0.00256966
315,7690.43,4.83864e-05,0.0025238
316,7714.84,4.85367e-05,0.00255217
317,7739.26,4.79221e-05,0.0027682
318,7763.67,4.82087e-05,0.00274013
319,7788.09,4.97471e-05,0.0026447
320,7812.5,4.94525e-05,0.0026375
321,7836.91,4.80379e-05,0.00254502
322,7861.33,4.9055e-05,0.00249176
323,7885.74,5.21835e-05,0.0025223
324,7910.16,5.16288e-05,0.00255272
325,7934.57,4.99245e-05,0.00277972
326,7958.98,8.2368e-05,0.00747299
327,7983.4,0.000154224,0.015534
328,8007.81,0.000155777,0.0155826
329,8032.23,8.62885e-05,0.00771932
330,8056.64,5.02883e-05,0.00299017
331,8081.05,4.95175e-05,0.00262182
332,8105.47,4.93208e-05,0.00253191
333,8129.88,4.77384e-05,0.00248111
334,8154.3,4.88958e-05,0.00254454
335,8178.71,4.97721e-05,0.00256295
336,8203.13,4.98668e-05,0.00252631
337,8227.54,4.94321e-05,0.00264169
338,8251.95,4.9015e-05,0.00270879
339,8276.37,4.76034e-05,0.00246786
340,8300.78,4.78288e-05,0.00244424
341,8325.2,5.0158e-05,0.00253681
342,8349.61,4.78406e-05,0.00251058
343,8374.02,4.682e-05,0.00245471
344,8398.44,4.77577e-05,0.00249515
345,8422.85,4.97314e-05,0.00262214
346,8447.27,5.04567e-05,0.00261735
347,8471.68,4.9056e-05,0.00269996
348,8496.09,4.86526e-05,0.00279343
349,8520.51,4.98299e-05,0.00254871
350,8544.92,5.01704e-05,0.00243019
351,8569.34,5.00541e-05,0.00252867
352,8593.75,4.97011e-05,0.00258832
353,8618.16,5.08733e-05,0.00255981
354,8642.58,5.27283e-05,0.00249367
355,8666.99,5.3001e-05,0.00242248
356,8691.41,5.02689e-05,0.00243722
357,8715.82,4.9745e-05,0.0025396
358,8740.23,5.13813e-05,0.00268519
359,8764.65,5.10927e-05,0.00256776
360,8789.06,4.95932e-05,0.00238166
361,8813.48,4.7854e-05,0.00239705
362,8837.89,4.89969e-05,0.00248434
363,8862.3,4.91871e-05,0.00263824
364,8886.72,4.72908e-05,0.00262947
365,8911.13,4.77696e-05,0.00254091
366,8935.55,4.92205e-05,0.00246157
367,8959.96,5.02749e-05,0.00241187
368,8984.38,4.98409e-05,0.00258344
369,9008.79,4.82221e-05,0.00264721
