;Scopy version,f4beeb1
;Exported on,Monday October 14/10/2024
;Device,M2K
;Nr of samples,4096
;Sample rate,0
;Tool,Spectrum Analyzer
;Additional Information,Exponential RMS,Blackman-Harris,100,Exponential RMS,Blackman-Harris,100,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz)
0,1,0.00736226,0.00102201
1,24.4141,0.00736226,0.00102201
2,48.8281,0.00213037,0.000297752
3,73.2422,0.000180621,3.41916e-05
4,97.6563,4.53888e-05,2.14628e-05
5,122.07,4.35148e-05,2.04318e-05
6,146.484,4.39691e-05,2.01619e-05
7,170.898,4.54201e-05,2.11286e-05
8,195.313,4.59478e-05,2.19238e-05
9,219.727,4.57153e-05,2.26157e-05
10,244.141,4.64493e-05,2.43608e-05
11,268.555,4.52528e-05,2.27337e-05
12,292.969,4.38782e-05,1.92763e-05
13,317.383,4.59611e-05,1.81242e-05
14,341.797,4.70175e-05,1.78507e-05
15,366.211,4.53873e-05,1.7981e-05
16,390.625,4.46528e-05,1.8136e-05
17,415.039,4.62929e-05,1.83526e-05
18,439.453,4.75159e-05,1.84334e-05
19,463.867,4.67625e-05,1.92722e-05
20,488.281,4.59117e-05,2.05605e-05
21,512.695,4.43275e-05,1.96709e-05
22,537.109,4.31499e-05,1.6993e-05
23,561.523,4.32688e-05,1.55684e-05
24,585.938,4.3432e-05,1.53625e-05
25,610.352,4.3546e-05,1.5566e-05
26,634.766,4.44484e-05,1.54291e-05
27,659.18,4.51181e-05,1.59686e-05
28,683.594,4.67787e-05,1.69229e-05
29,708.008,4.67145e-05,1.6507e-05
30,732.422,4.50372e-05,1.63547e-05
31,756.836,4.61745e-05,1.64061e-05
32,781.25,4.69287e-05,1.57588e-05
33,805.664,4.58598e-05,1.55055e-05
34,830.078,4.56565e-05,1.51011e-05
35,854.492,4.61974e-05,1.49591e-05
36,878.906,4.79662e-05,1.70674e-05
37,903.32,4.80307e-05,2.0041e-05
38,927.734,4.63937e-05,2.00278e-05
39,952.148,4.65114e-05,1.71531e-05
40,976.563,4.61892e-05,1.60845e-05
41,1000.98,4.50319e-05,1.59241e-05
42,1025.39,4.59508e-05,1.46861e-05
43,1049.8,4.66919e-05,1.44589e-05
44,1074.22,4.52695e-05,1.51313e-05
45,1098.63,4.45772e-05,1.60292e-05
46,1123.05,4.64301e-05,1.62374e-05
47,1147.46,4.62322e-05,1.57419e-05
48,1171.88,4.55645e-05,1.45891e-05
49,1196.29,4.68075e-05,1.37044e-05
50,1220.7,4.7732e-05,1.38846e-05
51,1245.12,4.70362e-05,1.43758e-05
52,1269.53,4.62427e-05,1.41498e-05
53,1293.95,4.62402e-05,1.39699e-05
54,1318.36,4.51024e-05,1.41372e-05
55,1342.77,4.36361e-05,1.41655e-05
56,1367.19,4.40191e-05,1.50141e-05
57,1391.6,4.47304e-05,1.57462e-05
58,1416.02,4.4029e-05,1.5933e-05
59,1440.43,4.28773e-05,1.52488e-05
60,1464.84,4.40212e-05,1.40214e-05
61,1489.26,4.37996e-05,1.38628e-05
62,1513.67,4.24083e-05,1.44367e-05
63,1538.09,4.15447e-05,1.42848e-05
64,1562.5,4.35286e-05,1.46007e-05
65,1586.91,4.62187e-05,1.45151e-05
66,1611.33,4.60679e-05,1.41657e-05
67,1635.74,4.43106e-05,1.43196e-05
68,1660.16,4.35818e-05,1.44756e-05
69,1684.57,4.32796e-05,1.36397e-05
70,1708.98,4.35543e-05,1.32086e-05
71,1733.4,4.38289e-05,1.38191e-05
72,1757.81,4.27341e-05,1.38834e-05
73,1782.23,4.30625e-05,1.36824e-05
74,1806.64,4.36864e-05,1.41367e-05
75,1831.05,4.35598e-05,1.45133e-05
76,1855.47,4.36667e-05,1.39318e-05
77,1879.88,4.37371e-05,1.41266e-05
78,1904.3,4.22997e-05,1.41921e-05
79,1928.71,4.2988e-05,1.33893e-05
80,1953.13,4.33664e-05,1.3164e-05
81,1977.54,4.24986e-05,1.38455e-05
82,2001.95,4.39768e-05,1.45117e-05
83,2026.37,4.46837e-05,1.42741e-05
84,2050.78,4.65297e-05,1.35795e-05
85,2075.2,4.67051e-05,1.36216e-05
86,2099.61,4.47516e-05,1.34338e-05
87,2124.02,4.62604e-05,1.28628e-05
88,2148.44,4.56863e-05,1.27066e-05
89,2172.85,4.51415e-05,1.32304e-05
90,2197.27,4.54834e-05,1.38452e-05
91,2221.68,4.37094e-05,1.36301e-05
92,2246.09,4.23066e-05,1.349e-05
93,2270.51,4.17836e-05,1.35933e-05
94,2294.92,4.20443e-05,1.40791e-05
95,2319.34,4.24715e-05,1.4509e-05
96,2343.75,4.37344e-05,1.41563e-05
97,2368.16,4.35465e-05,1.48316e-05
98,2392.58,4.37107e-05,1.61042e-05
99,2416.99,4.48349e-05,1.69841e-05
100,2441.41,4.57327e-05,1.78963e-05
101,2465.82,4.60394e-05,1.94673e-05
102,2490.23,4.47338e-05,2.25184e-05
103,2514.65,4.33155e-05,2.42489e-05
104,2539.06,4.41745e-05,2.55265e-05
105,2563.48,4.51721e-05,2.82631e-05
106,2587.89,4.56506e-05,3.08539e-05
107,2612.3,4.42201e-05,3.443e-05
108,2636.72,4.14313e-05,3.96482e-05
109,2661.13,4.15141e-05,4.24277e-05
110,2685.55,4.37678e-05,4.3013e-05
111,2709.96,4.39212e-05,4.46251e-05
112,2734.38,4.5256e-05,4.49975e-05
113,2758.79,4.40378e-05,4.20223e-05
114,2783.2,4.24856e-05,3.81545e-05
115,2807.62,4.41724e-05,3.51911e-05
116,2832.03,4.48853e-05,3.27781e-05
117,2856.45,4.3555e-05,3.06617e-05
