;Scopy version,f4beeb1
;Exported on,Monday October 14/10/2024
;Device,M2K
;Nr of samples,4096
;Sample rate,0
;Tool,Spectrum Analyzer
;Additional Information,Exponential RMS,Blackman-Harris,100,Exponential RMS,Blackman-Harris,100,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz)
0,1,0.00717397,0.00108343
1,24.4141,0.00717397,0.00108343
2,48.8281,0.0020807,0.000313665
3,73.2422,0.00018387,2.66018e-05
4,97.6563,4.78061e-05,5.07378e-06
5,122.07,4.52701e-05,4.9159e-06
6,146.484,4.58476e-05,4.77433e-06
7,170.898,4.90251e-05,4.74473e-06
8,195.313,5.03546e-05,4.6332e-06
9,219.727,4.92717e-05,4.68423e-06
10,244.141,4.63742e-05,4.70394e-06
11,268.555,4.61127e-05,4.54028e-06
12,292.969,4.62005e-05,4.59561e-06
13,317.383,4.45647e-05,4.71786e-06
14,341.797,4.45374e-05,4.73929e-06
15,366.211,4.52302e-05,4.61395e-06
16,390.625,4.50855e-05,4.52735e-06
17,415.039,4.56128e-05,4.79998e-06
18,439.453,4.49873e-05,4.87763e-06
19,463.867,4.59945e-05,4.76232e-06
20,488.281,4.78571e-05,4.97357e-06
21,512.695,4.8049e-05,5.15527e-06
22,537.109,4.64876e-05,5.05598e-06
23,561.523,4.47814e-05,4.99964e-06
24,585.938,4.52367e-05,4.74961e-06
25,610.352,4.53654e-05,4.49836e-06
26,634.766,4.35102e-05,4.35959e-06
27,659.18,4.37058e-05,4.26282e-06
28,683.594,4.47186e-05,4.46893e-06
29,708.008,4.45809e-05,4.53353e-06
30,732.422,4.47008e-05,4.58813e-06
31,756.836,4.58395e-05,4.53882e-06
32,781.25,4.6234e-05,4.52536e-06
33,805.664,4.68342e-05,4.63591e-06
34,830.078,4.68164e-05,4.65262e-06
35,854.492,4.55541e-05,4.60393e-06
36,878.906,4.40067e-05,4.57042e-06
37,903.32,4.31943e-05,4.80926e-06
38,927.734,4.37787e-05,4.97287e-06
39,952.148,4.51677e-05,4.86887e-06
40,976.563,4.58813e-05,4.71441e-06
41,1000.98,4.6083e-05,4.63568e-06
42,1025.39,4.62711e-05,4.61487e-06
43,1049.8,4.44839e-05,4.65535e-06
44,1074.22,4.23675e-05,4.80019e-06
45,1098.63,4.26007e-05,4.81158e-06
46,1123.05,4.38784e-05,4.70458e-06
47,1147.46,4.47176e-05,4.67596e-06
48,1171.88,4.52757e-05,4.68128e-06
49,1196.29,4.43147e-05,4.52546e-06
50,1220.7,4.48815e-05,4.4375e-06
51,1245.12,4.65878e-05,4.26172e-06
52,1269.53,4.5686e-05,4.20561e-06
53,1293.95,4.58711e-05,4.20907e-06
54,1318.36,4.47434e-05,4.25121e-06
55,1342.77,4.35956e-05,4.20505e-06
56,1367.19,4.61185e-05,4.34331e-06
57,1391.6,4.61769e-05,4.18733e-06
58,1416.02,4.47667e-05,4.20447e-06
59,1440.43,4.45053e-05,4.34417e-06
60,1464.84,4.35655e-05,4.46044e-06
61,1489.26,4.35562e-05,4.38284e-06
62,1513.67,4.43899e-05,4.11196e-06
63,1538.09,4.42333e-05,4.03024e-06
64,1562.5,4.21578e-05,4.09637e-06
65,1586.91,4.0931e-05,4.29293e-06
66,1611.33,4.15516e-05,4.47231e-06
67,1635.74,4.20697e-05,4.33234e-06
68,1660.16,4.2205e-05,4.3096e-06
69,1684.57,4.37121e-05,4.32898e-06
70,1708.98,4.50237e-05,4.29494e-06
71,1733.4,4.52285e-05,4.32568e-06
72,1757.81,4.39818e-05,4.24034e-06
73,1782.23,4.19374e-05,4.43204e-06
74,1806.64,4.35397e-05,4.67395e-06
75,1831.05,4.50841e-05,4.66557e-06
76,1855.47,4.41592e-05,4.35901e-06
77,1879.88,4.22396e-05,4.05901e-06
78,1904.3,4.06473e-05,4.15717e-06
79,1928.71,4.23967e-05,4.60266e-06
80,1953.13,4.50276e-05,4.67003e-06
81,1977.54,4.59784e-05,4.7346e-06
82,2001.95,4.69416e-05,4.95365e-06
83,2026.37,4.77305e-05,5.0908e-06
84,2050.78,4.58158e-05,5.33047e-06
85,2075.2,4.49529e-05,5.54711e-06
86,2099.61,4.50838e-05,5.67627e-06
87,2124.02,4.34294e-05,5.7701e-06
88,2148.44,4.16022e-05,5.6e-06
89,2172.85,4.26588e-05,5.21612e-06
90,2197.27,4.42665e-05,4.80947e-06
91,2221.68,4.50857e-05,4.62255e-06
92,2246.09,4.6226e-05,4.5016e-06
93,2270.51,4.42566e-05,4.39889e-06
94,2294.92,4.26237e-05,4.39317e-06
95,2319.34,4.2769e-05,4.48734e-06
96,2343.75,4.16453e-05,4.35587e-06
97,2368.16,4.12693e-05,4.15065e-06
98,2392.58,4.2653e-05,4.41653e-06
99,2416.99,4.39921e-05,4.60813e-06
100,2441.41,4.36482e-05,4.50445e-06
101,2465.82,4.37166e-05,4.46625e-06
102,2490.23,4.53817e-05,4.27934e-06
103,2514.65,4.32736e-05,4.28405e-06
104,2539.06,4.21759e-05,4.40199e-06
105,2563.48,4.39821e-05,4.4012e-06
106,2587.89,4.38079e-05,4.5221e-06
107,2612.3,4.39921e-05,4.41156e-06
108,2636.72,4.507e-05,4.42547e-06
109,2661.13,4.4223e-05,4.57508e-06
110,2685.55,4.20475e-05,4.72152e-06
111,2709.96,4.04526e-05,4.68449e-06
112,2734.38,4.14274e-05,4.55732e-06
113,2758.79,4.43674e-05,4.63075e-06
114,2783.2,4.52158e-05,4.62763e-06
115,2807.62,4.20562e-05,4.49063e-06
116,2832.03,4.34044e-05,4.25322e-06
117,2856.45,4.41625e-05,4.1101e-06
118,2880.86,4.32914e-05,4.04864e-06
119,2905.27,4.48719e-05,4.0125e-06
120,2929.69,4.54022e-05,4.03339e-06
121,2954.1,4.32983e-05,4.17213e-06
122,2978.52,4.18064e-05,4.38261e-06
123,3002.93,4.23852e-05,4.35609e-06
124,3027.34,4.32042e-05,4.11327e-06
125,3051.76,4.22109e-05,4.17963e-06
126,3076.17,4.25586e-05,4.29232e-06
127,3100.59,4.49119e-05,4.29567e-06
128,3125,4.13616e-05,4.09372e-06
129,3149.41,3.82909e-05,3.89287e-06
130,3173.83,3.82522e-05,3.91851e-06
