;Scopy version,f4beeb1
;Exported on,Monday October 14/10/2024
;Device,M2K
;Nr of samples,4096
;Sample rate,0
;Tool,Spectrum Analyzer
;Additional Information,Exponential RMS,Blackman-Harris,100,Exponential RMS,Blackman-Harris,100,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz)
0,1,0.00718802,0.00106795
1,24.4141,0.00718802,0.00106795
2,48.8281,0.00208074,0.000308981
3,73.2422,0.000177342,2.66289e-05
4,97.6563,4.69523e-05,7.97277e-06
5,122.07,4.66523e-05,7.36195e-06
6,146.484,4.75062e-05,7.29787e-06
7,170.898,4.7188e-05,7.60877e-06
8,195.313,4.78391e-05,7.80025e-06
9,219.727,4.76118e-05,7.83654e-06
10,244.141,4.37168e-05,7.82767e-06
11,268.555,4.43155e-05,7.68812e-06
12,292.969,4.59236e-05,7.47344e-06
13,317.383,4.48607e-05,7.32271e-06
14,341.797,4.47377e-05,7.42029e-06
15,366.211,4.44253e-05,7.39972e-06
16,390.625,4.41904e-05,7.27063e-06
17,415.039,4.37325e-05,7.32939e-06
18,439.453,4.24785e-05,7.42298e-06
19,463.867,4.36888e-05,7.16828e-06
20,488.281,4.64642e-05,7.12443e-06
21,512.695,4.56574e-05,7.28699e-06
22,537.109,4.33689e-05,7.16679e-06
23,561.523,4.31563e-05,6.95503e-06
24,585.938,4.32003e-05,6.88744e-06
25,610.352,4.35051e-05,6.86703e-06
26,634.766,4.40147e-05,7.03651e-06
27,659.18,4.25091e-05,6.69203e-06
28,683.594,4.21319e-05,6.40901e-06
29,708.008,4.5641e-05,6.40681e-06
30,732.422,4.92139e-05,6.78715e-06
31,756.836,5.01057e-05,7.17838e-06
32,781.25,4.82507e-05,7.01486e-06
33,805.664,4.65897e-05,6.6361e-06
34,830.078,4.57364e-05,6.6857e-06
35,854.492,4.69253e-05,6.66623e-06
36,878.906,4.6682e-05,6.56068e-06
37,903.32,4.5473e-05,6.50064e-06
38,927.734,4.39017e-05,6.41821e-06
39,952.148,4.40988e-05,6.39808e-06
40,976.563,4.53304e-05,6.62908e-06
41,1000.98,4.52043e-05,6.85188e-06
42,1025.39,4.49229e-05,6.6225e-06
43,1049.8,4.54898e-05,6.26382e-06
44,1074.22,4.50627e-05,6.26037e-06
45,1098.63,4.34755e-05,6.36887e-06
46,1123.05,4.22106e-05,6.52227e-06
47,1147.46,4.22164e-05,6.84692e-06
48,1171.88,4.46244e-05,6.84843e-06
49,1196.29,4.5331e-05,6.52415e-06
50,1220.7,4.41384e-05,6.51292e-06
51,1245.12,4.45035e-05,6.72793e-06
52,1269.53,4.3978e-05,6.74683e-06
53,1293.95,4.36289e-05,6.54049e-06
54,1318.36,4.34454e-05,6.53931e-06
55,1342.77,4.25316e-05,6.5625e-06
56,1367.19,4.31649e-05,6.70184e-06
57,1391.6,4.33002e-05,6.84277e-06
58,1416.02,4.2318e-05,6.76276e-06
59,1440.43,4.14359e-05,6.49984e-06
60,1464.84,4.29436e-05,6.10373e-06
61,1489.26,4.20211e-05,6.00354e-06
62,1513.67,4.13734e-05,6.11894e-06
63,1538.09,4.22567e-05,6.13632e-06
64,1562.5,4.19196e-05,6.15646e-06
65,1586.91,4.27366e-05,6.12733e-06
66,1611.33,4.32774e-05,6.08515e-06
67,1635.74,4.27355e-05,6.27285e-06
68,1660.16,4.20246e-05,6.50295e-06
69,1684.57,4.20396e-05,6.54583e-06
70,1708.98,4.35032e-05,6.40618e-06
71,1733.4,4.21256e-05,6.35159e-06
72,1757.81,4.2568e-05,6.53185e-06
73,1782.23,4.41632e-05,6.93286e-06
74,1806.64,4.24384e-05,7.12295e-06
75,1831.05,4.29839e-05,7.12278e-06
76,1855.47,4.36711e-05,7.18012e-06
77,1879.88,4.37549e-05,7.31902e-06
78,1904.3,4.48184e-05,7.68678e-06
79,1928.71,4.3723e-05,8.05243e-06
80,1953.13,4.25681e-05,8.47053e-06
81,1977.54,4.39751e-05,9.30117e-06
82,2001.95,4.62823e-05,1.11071e-05
83,2026.37,4.71067e-05,1.32099e-05
84,2050.78,4.56774e-05,1.59861e-05
85,2075.2,4.33928e-05,1.85824e-05
86,2099.61,4.19873e-05,1.98899e-05
87,2124.02,4.1264e-05,2.00095e-05
88,2148.44,4.22217e-05,1.97789e-05
89,2172.85,4.2314e-05,1.86016e-05
90,2197.27,4.0965e-05,1.71277e-05
91,2221.68,4.11971e-05,1.53439e-05
92,2246.09,4.32358e-05,1.40279e-05
93,2270.51,4.51242e-05,1.28298e-05
94,2294.92,4.60334e-05,1.12436e-05
95,2319.34,4.44106e-05,9.98806e-06
96,2343.75,4.39392e-05,8.87843e-06
97,2368.16,4.52098e-05,8.02595e-06
98,2392.58,4.66723e-05,7.7514e-06
99,2416.99,4.63235e-05,7.17882e-06
100,2441.41,4.48144e-05,6.47589e-06
101,2465.82,4.37077e-05,6.24002e-06
102,2490.23,4.44235e-05,6.38909e-06
103,2514.65,4.48015e-05,6.48234e-06
104,2539.06,4.37975e-05,6.32836e-06
105,2563.48,4.31906e-05,6.33404e-06
106,2587.89,4.29721e-05,6.43438e-06
107,2612.3,4.4345e-05,6.46618e-06
108,2636.72,4.4743e-05,6.63764e-06
109,2661.13,4.42733e-05,6.49522e-06
110,2685.55,4.34778e-05,6.48611e-06
111,2709.96,4.3043e-05,6.64672e-06
112,2734.38,4.11238e-05,6.62359e-06
113,2758.79,4.0683e-05,6.94677e-06
114,2783.2,4.32647e-05,6.94607e-06
115,2807.62,4.37682e-05,6.68487e-06
116,2832.03,4.19977e-05,6.49818e-06
117,2856.45,4.15551e-05,6.64526e-06
118,2880.86,4.3714e-05,6.85991e-06
119,2905.27,4.50415e-05,6.72529e-06
120,2929.69,4.42509e-05,6.56165e-06
121,2954.1,4.30833e-05,6.56155e-06
122,2978.52,4.34899e-05,6.77906e-06
123,3002.93,4.29921e-05,6.74011e-06
124,3027.34,4.15477e-05,6.63499e-06
125,3051.76,4.34246e-05,6.57822e-06
126,3076.17,4.45019e-05,6.27631e-06
