;Scopy version,f4beeb1
;Exported on,Monday October 14/10/2024
;Device,M2K
;Nr of samples,4096
;Sample rate,0
;Tool,Spectrum Analyzer
;Additional Information,Exponential RMS,Blackman-Harris,100,Exponential RMS,Blackman-Harris,100,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz)
0,1,0.00740755,0.0010205
1,24.4141,0.00740755,0.0010205
2,48.8281,0.00214309,0.000328569
3,73.2422,0.000181481,0.000120978
4,97.6563,4.77272e-05,0.00011082
5,122.07,4.60252e-05,0.000108974
6,146.484,4.43147e-05,0.000112232
7,170.898,4.48418e-05,0.000116824
8,195.313,4.63328e-05,0.00011906
9,219.727,4.5886e-05,0.000114075
10,244.141,4.4846e-05,0.000108841
11,268.555,4.49583e-05,0.000111217
12,292.969,4.61729e-05,0.000115045
13,317.383,4.62325e-05,0.00011435
14,341.797,4.53924e-05,0.000115779
15,366.211,4.55589e-05,0.000114381
16,390.625,4.5313e-05,0.000110324
17,415.039,4.63814e-05,0.000110812
18,439.453,4.57943e-05,0.000108709
19,463.867,4.51336e-05,0.000109867
20,488.281,4.52221e-05,0.000109218
21,512.695,4.55596e-05,0.000107537
22,537.109,4.58216e-05,0.0001089
23,561.523,4.65399e-05,0.000110663
24,585.938,4.70261e-05,0.000108601
25,610.352,4.5988e-05,0.000103715
26,634.766,4.59265e-05,0.00010317
27,659.18,4.6013e-05,0.00010527
28,683.594,4.41488e-05,0.000104771
29,708.008,4.3069e-05,0.000103301
30,732.422,4.19566e-05,0.000103028
31,756.836,4.27814e-05,0.000103997
32,781.25,4.51748e-05,9.95695e-05
33,805.664,4.65156e-05,9.55105e-05
34,830.078,4.63193e-05,9.91468e-05
35,854.492,4.63706e-05,0.000102074
36,878.906,4.78178e-05,0.000100215
37,903.32,4.65631e-05,0.000101714
38,927.734,4.38881e-05,0.000102472
39,952.148,4.34183e-05,0.000101319
40,976.563,4.52885e-05,0.000105539
41,1000.98,4.6202e-05,0.000110818
